time,turbidity
2023-05-23 17:31:38+00:00,78.77481997311634
2023-05-23 17:31:39+00:00,46.740537009452964
2023-05-23 17:31:40+00:00,36.31636062112375
2023-05-23 17:31:41+00:00,2.527766939043431
2023-05-23 17:31:42+00:00,2.454800033056017
2023-05-23 17:31:43+00:00,2.707855472969186
2023-05-23 17:31:44+00:00,2.8395581507975294
2023-05-23 17:31:45+00:00,14.923861024283724
2023-05-23 17:31:46+00:00,2.783927353679701
2023-05-23 17:31:47+00:00,2.50887834281275
2023-05-23 17:31:48+00:00,2.442121386271083
2023-05-23 17:31:49+00:00,4.042994603800253
2023-05-23 17:31:50+00:00,3.2168125796251843
2023-05-23 17:31:51+00:00,2.607720038156913
2023-05-23 17:31:52+00:00,2.614706231283435
2023-05-23 17:31:53+00:00,2.808249655675354
2023-05-23 17:31:54+00:00,2.8760416037912364
2023-05-23 17:31:55+00:00,2.44859008361027
2023-05-23 17:31:56+00:00,2.4115891348296827
2023-05-23 17:31:57+00:00,2.4711011503509326
2023-05-23 17:31:58+00:00,5.511130151926864
2023-05-23 17:31:59+00:00,3.802100314884683
2023-05-23 17:32:00+00:00,4.1876346763069705
2023-05-23 17:32:01+00:00,9.363110043530924
2023-05-23 17:32:02+00:00,9.379669908719734
2023-05-23 17:32:03+00:00,9.35224263200098
2023-05-23 17:32:04+00:00,9.323004120027235
2023-05-23 17:32:05+00:00,9.314982935326498
2023-05-23 17:32:06+00:00,9.310325473242301
2023-05-23 17:32:07+00:00,9.30618550694544
2023-05-23 17:32:08+00:00,9.310584221135741
2023-05-23 17:32:09+00:00,9.300493053286573
2023-05-23 17:32:10+00:00,9.311619212710411
2023-05-23 17:32:11+00:00,9.304115523796554
2023-05-23 17:32:12+00:00,9.318864153730374
2023-05-23 17:32:13+00:00,9.311360464816516
2023-05-23 17:32:14+00:00,9.329731565260317
2023-05-23 17:32:15+00:00,9.321192884772245
2023-05-23 17:32:16+00:00,9.331542800515308
2023-05-23 17:32:17+00:00,9.32326286792113
2023-05-23 17:32:18+00:00,9.330249061047198
2023-05-23 17:32:19+00:00,9.33697650628028
2023-05-23 17:32:20+00:00,9.333354035770299
2023-05-23 17:32:21+00:00,9.340340228896821
2023-05-23 17:32:22+00:00,9.342151464151812
2023-05-23 17:32:23+00:00,9.345515186768353
2023-05-23 17:32:24+00:00,9.35198388410754
2023-05-23 17:32:25+00:00,9.345515186768353
2023-05-23 17:32:26+00:00,9.357158841979071
2023-05-23 17:32:27+00:00,9.344997690981018
2023-05-23 17:32:28+00:00,9.348620161490999
2023-05-23 17:32:29+00:00,9.356900094085177
2023-05-23 17:32:30+00:00,9.35198388410754
2023-05-23 17:32:31+00:00,9.35405386725597
2023-05-23 17:32:32+00:00,9.360263816701718
2023-05-23 17:32:33+00:00,9.407097185438033
2023-05-23 17:32:34+00:00,9.557947207390498
2023-05-23 17:32:35+00:00,9.632466600739463
2023-05-23 17:32:36+00:00,9.714230935107935
2023-05-23 17:32:37+00:00,9.73234328765784
2023-05-23 17:32:38+00:00,9.749938144420867
2023-05-23 17:32:39+00:00,9.830408739321683
2023-05-23 17:32:40+00:00,9.890179502736828
2023-05-23 17:32:41+00:00,9.928474190985526
2023-05-23 17:32:42+00:00,10.00014735750483
2023-05-23 17:32:43+00:00,10.036630810498536
2023-05-23 17:32:44+00:00,10.068198053514152
2023-05-23 17:32:45+00:00,10.09096786814871
2023-05-23 17:32:46+00:00,10.119430136441679
2023-05-23 17:32:47+00:00,10.15332611049962
2023-05-23 17:32:48+00:00,10.192138294535198
2023-05-23 17:32:49+00:00,10.202746958171701
2023-05-23 17:32:50+00:00,10.244146621143045
2023-05-23 17:32:51+00:00,10.269245166819474
2023-05-23 17:32:52+00:00,10.27493762047834
2023-05-23 17:32:53+00:00,10.2899449983056
2023-05-23 17:32:54+00:00,10.29072124198592
2023-05-23 17:32:55+00:00,10.33367339231927
2023-05-23 17:32:56+00:00,10.348163274359194
2023-05-23 17:32:57+00:00,10.352820736443391
2023-05-23 17:32:58+00:00,10.394220399414735
2023-05-23 17:32:59+00:00,10.412591499858536
2023-05-23 17:33:00+00:00,10.416731466155397
2023-05-23 17:33:01+00:00,10.424235155069255
2023-05-23 17:33:02+00:00,10.426046390324245
2023-05-23 17:33:03+00:00,10.439760028683395
2023-05-23 17:33:04+00:00,10.492803346865912
2023-05-23 17:33:05+00:00,10.509363212054268
2023-05-23 17:33:06+00:00,10.505740741544287
2023-05-23 17:33:07+00:00,10.505223245757406
2023-05-23 17:33:08+00:00,10.510915699415818
2023-05-23 17:33:09+00:00,10.530321791433835
2023-05-23 17:33:10+00:00,10.524629337774968
2023-05-23 17:33:11+00:00,10.536272992985687
2023-05-23 17:33:12+00:00,10.60561742846312
2023-05-23 17:33:13+00:00,10.60794615950499
2023-05-23 17:33:14+00:00,10.601477462165803
2023-05-23 17:33:15+00:00,10.609239898973101
2023-05-23 17:33:16+00:00,10.614414856844633
2023-05-23 17:33:17+00:00,10.60380619320813
2023-05-23 17:33:18+00:00,10.615449848418848
2023-05-23 17:33:19+00:00,10.615708596312288
2023-05-23 17:33:20+00:00,10.620366058396485
2023-05-23 17:33:21+00:00,10.614673604738073
2023-05-23 17:33:22+00:00,10.618296075248054
2023-05-23 17:33:23+00:00,10.615708596312288
2023-05-23 17:33:24+00:00,10.640807141988716
2023-05-23 17:33:25+00:00,10.720501493208758
2023-05-23 17:33:26+00:00,10.717914014273447
2023-05-23 17:33:27+00:00,10.724641459506074
2023-05-23 17:33:28+00:00,10.724123963719194
2023-05-23 17:33:29+00:00,10.727746434229175
2023-05-23 17:33:30+00:00,10.720501493208758
2023-05-23 17:33:31+00:00,10.718949005847662
2023-05-23 17:33:32+00:00,10.726452694761065
2023-05-23 17:33:33+00:00,10.72878142580339
2023-05-23 17:33:34+00:00,10.733180139994147
2023-05-23 17:33:35+00:00,10.720242745315318
2023-05-23 17:33:36+00:00,10.72515895529341
2023-05-23 17:33:37+00:00,10.724382711612634
2023-05-23 17:33:38+00:00,10.728522677909496
2023-05-23 17:33:39+00:00,10.736026366823353
2023-05-23 17:33:40+00:00,10.727746434229175
2023-05-23 17:33:41+00:00,10.72878142580339
2023-05-23 17:33:42+00:00,10.733956383674922
2023-05-23 17:33:43+00:00,10.739648837333334
2023-05-23 17:33:44+00:00,10.737578854184903
2023-05-23 17:33:45+00:00,10.743012559949875
2023-05-23 17:33:46+00:00,10.863071582567045
2023-05-23 17:33:47+00:00,10.869022784119352
2023-05-23 17:33:48+00:00,10.866176557290146
2023-05-23 17:33:49+00:00,10.866176557290146
2023-05-23 17:33:50+00:00,10.867470296757801
2023-05-23 17:33:51+00:00,10.866952800970466
2023-05-23 17:33:52+00:00,10.866176557290146
2023-05-23 17:33:53+00:00,10.86565906150281
2023-05-23 17:33:54+00:00,10.870316523587007
2023-05-23 17:33:55+00:00,10.874456489884324
2023-05-23 17:33:56+00:00,10.868246540438577
2023-05-23 17:33:57+00:00,10.870575271480448
2023-05-23 17:33:58+00:00,10.866176557290146
2023-05-23 17:33:59+00:00,10.875491481458539
2023-05-23 17:34:00+00:00,10.867987792545136
2023-05-23 17:34:01+00:00,10.879890195649295
2023-05-23 17:34:02+00:00,10.874973985671204
2023-05-23 17:34:03+00:00,10.869540279906232
2023-05-23 17:34:04+00:00,10.87937269986196
2023-05-23 17:34:05+00:00,10.870316523587007
2023-05-23 17:34:06+00:00,10.970969454186616
2023-05-23 17:34:07+00:00,11.00098420984068
2023-05-23 17:34:08+00:00,11.005382924031437
2023-05-23 17:34:09+00:00,11.005124176137997
2023-05-23 17:34:10+00:00,11.039020150195938
2023-05-23 17:34:11+00:00,11.050663805406657
2023-05-23 17:34:12+00:00,11.056097511171629
2023-05-23 17:34:13+00:00,11.066447426914692
2023-05-23 17:34:14+00:00,11.065671183233917
2023-05-23 17:34:15+00:00,11.077314838444636
2023-05-23 17:34:16+00:00,11.134498122924015
2023-05-23 17:34:17+00:00,11.137603097646661
2023-05-23 17:34:18+00:00,11.145624282347399
2023-05-23 17:34:19+00:00,11.151575483899705
2023-05-23 17:34:20+00:00,11.141743063943977
2023-05-23 17:34:21+00:00,11.155456702303127
2023-05-23 17:34:22+00:00,11.141484316050537
2023-05-23 17:34:23+00:00,11.144330542879743
2023-05-23 17:34:24+00:00,11.139414332901652
2023-05-23 17:34:25+00:00,11.145883030241293
2023-05-23 17:34:26+00:00,11.200220087891012
2023-05-23 17:34:27+00:00,11.205912541549878
2023-05-23 17:34:28+00:00,11.210570003634075
2023-05-23 17:34:29+00:00,11.21186374310173
2023-05-23 17:34:30+00:00,11.2097937599533
2023-05-23 17:34:31+00:00,11.21315748256984
2023-05-23 17:34:32+00:00,11.21005250784674
2023-05-23 17:34:33+00:00,11.216779953079822
2023-05-23 17:34:34+00:00,11.209017516272525
2023-05-23 17:34:35+00:00,11.216521205186382
2023-05-23 17:34:36+00:00,11.215486213611712
2023-05-23 17:34:37+00:00,11.219626179909028
2023-05-23 17:34:38+00:00,11.214709969931391
2023-05-23 17:34:39+00:00,11.215744961505607
2023-05-23 17:34:40+00:00,11.217038700973262
2023-05-23 17:34:41+00:00,11.217297448866702
2023-05-23 17:34:42+00:00,11.222213658844794
2023-05-23 17:34:43+00:00,11.214709969931391
2023-05-23 17:34:44+00:00,11.213674978356721
2023-05-23 17:34:45+00:00,11.220143675696363
2023-05-23 17:34:46+00:00,11.210311255740635
2023-05-23 17:34:47+00:00,11.215744961505607
2023-05-23 17:34:48+00:00,11.218073692547478
2023-05-23 17:34:49+00:00,11.23980851560782
2023-05-23 17:34:50+00:00,11.244983473478896
2023-05-23 17:34:51+00:00,11.31769163157287
2023-05-23 17:34:52+00:00,11.321314102082852
2023-05-23 17:34:53+00:00,11.319502866827861
2023-05-23 17:34:54+00:00,11.318985371040526
2023-05-23 17:34:55+00:00,11.326747807847823
2023-05-23 17:34:56+00:00,11.321572849976292
2023-05-23 17:34:57+00:00,11.329076538890149
2023-05-23 17:34:58+00:00,11.324160328912058
2023-05-23 17:34:59+00:00,11.31924411893442
2023-05-23 17:35:00+00:00,11.326230312060488
2023-05-23 17:35:01+00:00,11.320796606295517
2023-05-23 17:35:02+00:00,11.323901581018617
2023-05-23 17:35:03+00:00,11.318985371040526
2023-05-23 17:35:04+00:00,11.31820912735975
2023-05-23 17:35:05+00:00,11.327524051528599
2023-05-23 17:35:06+00:00,11.325454068380168
2023-05-23 17:35:07+00:00,11.325712816273608
2023-05-23 17:35:08+00:00,11.324419076805498
2023-05-23 17:35:09+00:00,11.328041547315479
2023-05-23 17:35:10+00:00,11.324160328912058
2023-05-23 17:35:11+00:00,11.326230312060488
2023-05-23 17:35:12+00:00,11.327006555741264
2023-05-23 17:35:13+00:00,11.328300295209374
2023-05-23 17:35:14+00:00,11.327265303635158
2023-05-23 17:35:15+00:00,11.322607841550507
2023-05-23 17:35:16+00:00,11.321055354189411
2023-05-23 17:35:17+00:00,11.321831597869732
2023-05-23 17:35:18+00:00,11.327524051528599
2023-05-23 17:35:19+00:00,11.32985278257047
2023-05-23 17:35:20+00:00,11.327524051528599
2023-05-23 17:35:21+00:00,11.328041547315479
2023-05-23 17:35:22+00:00,11.33114652203858
2023-05-23 17:35:23+00:00,11.321831597869732
2023-05-23 17:35:24+00:00,11.327006555741264
2023-05-23 17:35:25+00:00,11.333475253080906
2023-05-23 17:35:26+00:00,11.324160328912058
2023-05-23 17:35:27+00:00,11.32933528678359
2023-05-23 17:35:28+00:00,11.331664017825915
2023-05-23 17:35:29+00:00,11.328817790996254
2023-05-23 17:35:30+00:00,11.329076538890149
2023-05-23 17:35:31+00:00,11.326489059954383
2023-05-23 17:35:32+00:00,11.320796606295517
2023-05-23 17:35:33+00:00,11.323642833125177
2023-05-23 17:35:34+00:00,11.32959403467703
2023-05-23 17:35:35+00:00,11.325454068380168
2023-05-23 17:35:36+00:00,11.327782799422039
2023-05-23 17:35:37+00:00,11.330111530464364
2023-05-23 17:35:38+00:00,11.458450485675712
2023-05-23 17:35:39+00:00,11.459485477250382
2023-05-23 17:35:40+00:00,11.459226729356487
2023-05-23 17:35:41+00:00,11.471905376141422
2023-05-23 17:35:42+00:00,11.458191737782272
2023-05-23 17:35:43+00:00,11.455604258846506
2023-05-23 17:35:44+00:00,11.462590451973028
2023-05-23 17:35:45+00:00,11.453275527804635
2023-05-23 17:35:46+00:00,11.463366695653804
2023-05-23 17:35:47+00:00,11.465436678802234
2023-05-23 17:35:48+00:00,11.462331704079588
2023-05-23 17:35:49+00:00,11.464142939334579
2023-05-23 17:35:50+00:00,11.456380502527281
2023-05-23 17:35:51+00:00,11.454051771484956
2023-05-23 17:35:52+00:00,11.463366695653804
2023-05-23 17:35:53+00:00,11.460261720930703
2023-05-23 17:35:54+00:00,11.463107947760363
2023-05-23 17:35:55+00:00,11.512528795432445
2023-05-23 17:35:56+00:00,10.36420564376067
2023-05-23 17:35:57+00:00,9.688873641538066
2023-05-23 17:35:58+00:00,11.020907797646032
2023-05-23 17:35:59+00:00,3.968475210451288
2023-05-23 17:36:00+00:00,4.013238596039173
2023-05-23 17:36:01+00:00,2.7694374716393213
2023-05-23 17:36:02+00:00,2.6366998022372172
