unixTime,hydrostatic_pressure,ambient,backscatter,water_temperature,battery_level,time,NTU,pressure_mbar,depth,temp_C
1664811856,13806,0,3570,478,848,03-10-2022 15:44:16.0000,63.3173883913535,1380.6,3.88103990659399,4.78
1664811856,13832,0,3544,446,848,03-10-2022 15:44:16.0000,56.6765575792519,1383.2,3.90755252813142,4.46
1664811862,13759,0,3547,502,854,03-10-2022 15:44:22.0000,57.4428072883406,1375.9,3.83311324458403,5.02
1664842540,13761,0,3539,514,853,04-10-2022 00:15:40.0000,55.3994747307708,1376.1,3.83515267700999,5.14
1664846140,13871,0,3540,508,847,04-10-2022 01:15:40.0000,55.6548913004671,1387.1,3.94732146043756,5.08
1664853340,13826,0,3557,494,851,04-10-2022 03:15:40.0000,59.9969729853027,1382.6,3.90143423085355,4.94
1664856940,13854,0,3534,486,837,04-10-2022 04:15:40.0000,54.1223918822898,1385.4,3.92998628481694,4.86
1664864140,13786,0,3540,469,848,04-10-2022 06:15:40.0000,55.6548913004671,1378.6,3.86064558233443,4.69
1664867740,13779,0,3537,458,843,04-10-2022 07:15:40.0000,54.8886415913784,1377.9,3.85350756884359,4.58
1664874940,13762,0,3539,437,831,04-10-2022 09:15:40.0000,55.3994747307708,1376.2,3.83617239322297,4.37
1664877384,13841,0,3528,431,840,04-10-2022 09:56:24.0000,52.5898924641125,1384.1,3.91672997404822,4.31
1664877391,13776,0,3544,455,847,04-10-2022 09:56:31.0000,56.6765575792519,1377.6,3.85044842020466,4.55
1664877401,13707,0,3521,469,857,04-10-2022 09:56:41.0000,50.801976476239,1370.7,3.78008800150918,4.69
1664877402,13736,0,3537,484,858,04-10-2022 09:56:42.0000,54.8886415913784,1373.6,3.80965977168554,4.84
1664877403,13978,0,3545,454,859,04-10-2022 09:56:43.0000,56.9319741489481,1397.8,4.0564310952262,4.54
1664877408,13922,0,3520,486,864,04-10-2022 09:56:48.0000,50.5465599065428,1392.2,3.99932698729944,4.86
1664878540,13835,0,3541,431,848,04-10-2022 10:15:40.0000,55.9103078701633,1383.5,3.91061167677035,4.31
1664885740,13843,0,3543,435,852,04-10-2022 12:15:40.0000,56.4211410095557,1384.3,3.91876940647418,4.35
1664889340,13774,0,3524,444,868,04-10-2022 13:15:40.0000,51.5682261853276,1377.4,3.8484089877787,4.44
1664896540,13790,0,3524,464,862,04-10-2022 15:15:40.0000,51.5682261853276,1379,3.86472444718635,4.64
1664900140,13842,0,3536,477,865,04-10-2022 16:15:40.0000,54.6332250216822,1384.2,3.9177496902612,4.77
1664907340,13822,0,3526,490,862,04-10-2022 18:15:40.0000,52.0790593247201,1382.2,3.89735536600164,4.9
1664910940,13784,0,3518,487,851,04-10-2022 19:15:40.0000,50.0357267671504,1378.4,3.85860614990848,4.87
1664918140,13764,0,3555,481,861,04-10-2022 21:15:40.0000,59.4861398459103,1376.4,3.83821182564892,4.81
1664921740,13857,0,3528,476,857,04-10-2022 22:15:40.0000,52.5898924641125,1385.7,3.93304543345587,4.76
1664928940,13792,0,3514,464,847,05-10-2022 00:15:40.0000,49.0140604883655,1379.2,3.8667638796123,4.64
1664932540,13807,0,3523,458,850,05-10-2022 01:15:40.0000,51.3128096156314,1380.7,3.88205962280697,4.58
1664939740,13819,0,3535,453,853,05-10-2022 03:15:40.0000,54.377808451986,1381.9,3.89429621736271,4.53
1664942922,13964,0,3508,416,842,05-10-2022 04:08:42.0000,47.4815610701882,1396.4,4.04215506824451,4.16
1664942923,13721,0,3521,446,843,05-10-2022 04:08:43.0000,50.801976476239,1372.1,3.79436402849087,4.46
1664942925,13878,0,3540,430,845,05-10-2022 04:08:45.0000,55.6548913004671,1387.8,3.9544594739284,4.3
1664942932,13802,0,3516,435,852,05-10-2022 04:08:52.0000,49.5248936277579,1380.2,3.87696104174208,4.35
1664942938,13921,0,3509,469,858,05-10-2022 04:08:58.0000,47.7369776398844,1392.1,3.99830727108646,4.69
1664942947,13770,0,3499,464,867,05-10-2022 04:09:07.0000,45.1828119429223,1377,3.84433012292679,4.64
1664943340,13729,0,3523,448,852,05-10-2022 04:15:40.0000,51.3128096156314,1372.9,3.80252175819469,4.48
1664950540,13764,0,3524,442,839,05-10-2022 06:15:40.0000,51.5682261853276,1376.4,3.83821182564892,4.42
1664954140,13759,0,3536,437,850,05-10-2022 07:15:40.0000,54.6332250216822,1375.9,3.83311324458403,4.37
1664961340,13796,0,3518,423,831,05-10-2022 09:15:40.0000,50.0357267671504,1379.6,3.87084274446421,4.23
1664964940,13790,0,3521,417,835,05-10-2022 10:15:40.0000,50.801976476239,1379,3.86472444718635,4.17
1664972140,13835,0,3522,417,842,05-10-2022 12:15:40.0000,51.0573930459352,1383.5,3.91061167677035,4.17
1664975740,13866,0,3526,423,851,05-10-2022 13:15:40.0000,52.0790593247201,1386.6,3.94222287937267,4.23
1664982940,13828,0,3528,446,854,05-10-2022 15:15:40.0000,52.5898924641125,1382.8,3.90347366327951,4.46
1664986540,13765,0,3529,456,866,05-10-2022 16:15:40.0000,52.8453090338087,1376.5,3.8392315418619,4.56
1664993740,13724,0,3515,469,859,05-10-2022 18:15:40.0000,49.2694770580617,1372.4,3.79742317712981,4.69
1664997340,13745,0,3514,469,858,05-10-2022 19:15:40.0000,49.0140604883655,1374.5,3.81883721760234,4.69
1665004540,13675,0,3532,469,858,05-10-2022 21:15:40.0000,53.6115587428974,1367.5,3.74745708269389,4.69
1665008140,13753,0,3528,471,854,05-10-2022 22:15:40.0000,52.5898924641125,1375.3,3.82699494730616,4.71
1665008453,10009,0,24969,158,837,05-10-2022 22:20:53.0000,5528.97656332064,1000.9,0.00917744591680034,1.58
1665008457,10019,0,19556,376,841,05-10-2022 22:20:57.0000,4146.40667155504,1001.9,0.0193746080465808,3.76
1665008458,10017,11755,20119,609,842,05-10-2022 22:20:58.0000,4290.206200294,1001.7,0.0173351756206251,6.09
1665008464,10030,298,20060,423,848,05-10-2022 22:21:04.0000,4275.13662268193,1003,0.0305914863893367,4.23
1665008466,13687,0,3567,480,850,05-10-2022 22:21:06.0000,62.5511386822649,1368.7,3.75969367724962,4.8
1665008472,13875,0,3522,473,856,05-10-2022 22:21:12.0000,51.0573930459352,1387.5,3.95140032528947,4.73
1665015340,10006,0,16471,305,850,06-10-2022 00:15:40.0000,3358.44655404221,1000.6,0.0061182972778669,3.05
1665018940,10007,0,21325,182,853,06-10-2022 01:15:40.0000,4598.23858334764,1000.7,0.00713801349084698,1.82
1665026140,10014,0,15698,193,841,06-10-2022 03:15:40.0000,3161.00954566704,1001.4,0.0142760269816917,1.93
1665029740,10018,0,17383,318,849,06-10-2022 04:15:40.0000,3591.38646560516,1001.8,0.018354891833603,3.18
1665036940,10021,0,20027,401,847,06-10-2022 06:15:40.0000,4266.70787588195,1002.1,0.0214140404725364,4.01
1665040540,10025,0,20045,421,847,06-10-2022 07:15:40.0000,4271.30537413648,1002.5,0.0254929053244477,4.21
1665047740,10033,2426,20091,440,843,06-10-2022 09:15:40.0000,4283.05453634251,1003.3,0.0336506350282702,4.4
1665051340,10021,6532,15825,507,845,06-10-2022 10:15:40.0000,3193.44745001846,1002.1,0.0214140404725364,5.07
1665058540,13660,0,3583,459,837,06-10-2022 12:15:40.0000,66.6378037974043,1366,3.73216133949922,4.59
1665062140,13693,0,3569,467,841,06-10-2022 13:15:40.0000,63.0619718216573,1369.3,3.76581197452749,4.67
1665069340,13720,0,3542,494,845,06-10-2022 15:15:40.0000,56.1657244398595,1372,3.79334431227789,4.94
1665072940,13764,0,3530,509,848,06-10-2022 16:15:40.0000,53.1007256035049,1376.4,3.83821182564892,5.09
1665073987,13706,0,3573,540,835,06-10-2022 16:33:07.0000,64.0836381004421,1370.6,3.7790682852962,5.4
1665073988,13651,0,3570,555,836,06-10-2022 16:33:08.0000,63.3173883913535,1365.1,3.72298389358242,5.55
1665073990,13610,0,3515,548,838,06-10-2022 16:33:10.0000,49.2694770580617,1361,3.68117552885032,5.48
1665073992,13630,0,3509,555,840,06-10-2022 16:33:12.0000,47.7369776398844,1363,3.70156985310988,5.55
1665073996,13668,0,3548,519,844,06-10-2022 16:33:16.0000,57.6982238580368,1366.8,3.74031906920304,5.19
1665073996,13666,0,3515,550,844,06-10-2022 16:33:16.0000,49.2694770580617,1366.6,3.73827963677708,5.5
1665080140,13750,0,3534,527,844,06-10-2022 18:15:40.0000,54.1223918822898,1375,3.82393579866723,5.27
1665083740,13654,0,3526,534,842,06-10-2022 19:15:40.0000,52.0790593247201,1365.4,3.72604304222135,5.34
1665090940,13694,0,3556,545,842,06-10-2022 21:15:40.0000,59.7415564156065,1369.4,3.76683169074047,5.45
1665094540,13660,0,3503,548,839,06-10-2022 22:15:40.0000,46.2044782217071,1366,3.73216133949922,5.48
1665101740,13656,0,3531,553,834,07-10-2022 00:15:40.0000,53.3561421732011,1365.6,3.72808247464731,5.53
1665105340,13627,0,3525,555,833,07-10-2022 01:15:40.0000,51.8236427550238,1362.7,3.69851070447095,5.55
1665112540,13633,0,3536,552,829,07-10-2022 03:15:40.0000,54.6332250216822,1363.3,3.70462900174881,5.52
1665116140,13678,0,3508,549,841,07-10-2022 04:15:40.0000,47.4815610701882,1367.8,3.75051623133282,5.49
1665123340,13636,0,3540,549,838,07-10-2022 06:15:40.0000,55.6548913004671,1363.6,3.70768815038775,5.49
1665126940,13625,0,3513,552,840,07-10-2022 07:15:40.0000,48.7586439186693,1362.5,3.69647127204499,5.52
1665134140,13656,0,3532,558,825,07-10-2022 09:15:40.0000,53.6115587428974,1365.6,3.72808247464731,5.58
1665137740,13638,0,3521,562,838,07-10-2022 10:15:40.0000,50.801976476239,1363.8,3.7097275828137,5.62
1665139509,13695,0,3523,578,821,07-10-2022 10:45:09.0000,51.3128096156314,1369.5,3.76785140695344,5.78
1665139515,13674,0,3527,530,827,07-10-2022 10:45:15.0000,52.3344758944163,1367.4,3.74643736648091,5.3
1665139517,13684,0,3547,568,829,07-10-2022 10:45:17.0000,57.4428072883406,1368.4,3.75663452861069,5.68
1665139517,13700,0,3527,547,829,07-10-2022 10:45:17.0000,52.3344758944163,1370,3.77294998801834,5.47
1665139518,13691,0,3551,576,830,07-10-2022 10:45:18.0000,58.4644735671254,1369.1,3.76377254210153,5.76
1665139519,13693,0,3518,567,831,07-10-2022 10:45:19.0000,50.0357267671504,1369.3,3.76581197452749,5.67
1665144940,13684,0,3554,571,825,07-10-2022 12:15:40.0000,59.2307232762141,1368.4,3.75663452861069,5.71
1665148540,13693,0,3528,575,837,07-10-2022 13:15:40.0000,52.5898924641125,1369.3,3.76581197452749,5.75
1665155740,13722,0,3541,579,836,07-10-2022 15:15:40.0000,55.9103078701633,1372.2,3.79538374470385,5.79
1665159340,13699,0,3531,579,833,07-10-2022 16:15:40.0000,53.3561421732011,1369.9,3.77193027180536,5.79
1665166540,13656,0,3536,575,829,07-10-2022 18:15:40.0000,54.6332250216822,1365.6,3.72808247464731,5.75
1665170140,13710,0,3520,572,832,07-10-2022 19:15:40.0000,50.5465599065428,1371,3.78314715014811,5.72
1665177340,13657,0,3539,561,830,07-10-2022 21:15:40.0000,55.3994747307708,1365.7,3.72910219086029,5.61
1665180940,13701,0,3514,554,821,07-10-2022 22:15:40.0000,49.0140604883655,1370.1,3.77396970423131,5.54
1665188140,13646,0,3539,541,822,08-10-2022 00:15:40.0000,55.3994747307708,1364.6,3.71788531251752,5.41
1665191740,13670,0,3558,534,828,08-10-2022 01:15:40.0000,60.2523895549989,1367,3.742358501629,5.34
1665198940,13634,0,3523,527,834,08-10-2022 03:15:40.0000,51.3128096156314,1363.4,3.70564871796179,5.27
1665202540,13618,0,3530,523,831,08-10-2022 04:15:40.0000,53.1007256035049,1361.8,3.68933325855414,5.23
1665205048,13480,0,3559,546,824,08-10-2022 04:57:28.0000,60.5078061246951,1348,3.54861242116319,5.46
1665205050,13557,0,3526,533,826,08-10-2022 04:57:30.0000,52.0790593247201,1355.7,3.62713056956249,5.33
1665205052,13458,0,3536,545,828,08-10-2022 04:57:32.0000,54.6332250216822,1345.8,3.52617866447767,5.45
1665205053,13615,0,3547,519,829,08-10-2022 04:57:33.0000,57.4428072883406,1361.5,3.68627410991521,5.19
1665205055,13611,0,3539,512,831,08-10-2022 04:57:35.0000,55.3994747307708,1361.1,3.6821952450633,5.12
1665205058,13601,0,3535,512,834,08-10-2022 04:57:38.0000,54.377808451986,1360.1,3.67199808293352,5.12
1665209740,13720,0,3538,517,828,08-10-2022 06:15:40.0000,55.1440581610746,1372,3.79334431227789,5.17
1665213340,13640,0,3601,514,830,08-10-2022 07:15:40.0000,71.2353020519361,1364,3.71176701523966,5.14
1665220540,13609,0,3524,510,825,08-10-2022 09:15:40.0000,51.5682261853276,1360.9,3.68015581263734,5.1
1665224140,13575,0,3553,511,826,08-10-2022 10:15:40.0000,58.9753067065179,1357.5,3.64548546139609,5.11
1665231340,13544,0,3548,516,826,08-10-2022 12:15:40.0000,57.6982238580368,1354.4,3.61387425879378,5.16
1665234940,13522,0,3548,524,827,08-10-2022 13:15:40.0000,57.6982238580368,1352.2,3.59144050210826,5.24
1665242140,13556,0,3670,538,830,08-10-2022 15:15:40.0000,88.8590453609749,1355.6,3.62611085334951,5.38
1665245740,13510,0,3561,542,831,08-10-2022 16:15:40.0000,61.0186392640876,1351,3.57920390755253,5.42
1665252940,13483,0,3577,548,829,08-10-2022 18:15:40.0000,65.105304379227,1348.3,3.55167156980212,5.48
1665256540,13422,0,3540,547,826,08-10-2022 19:15:40.0000,55.6548913004671,1342.2,3.48946888081047,5.47
1665263740,13458,0,3526,541,813,08-10-2022 21:15:40.0000,52.0790593247201,1345.8,3.52617866447767,5.41
1665267340,13443,0,3553,536,829,08-10-2022 22:15:40.0000,58.9753067065179,1344.3,3.51088292128301,5.36
1665270571,13541,0,3535,486,811,08-10-2022 23:09:31.0000,54.377808451986,1354.1,3.61081511015484,4.86
1665270576,13484,0,3523,523,816,08-10-2022 23:09:36.0000,51.3128096156314,1348.4,3.5526912860151,5.23
1665270582,13435,0,3529,519,822,08-10-2022 23:09:42.0000,52.8453090338087,1343.5,3.50272519157918,5.19
1665270583,13459,0,3538,532,823,08-10-2022 23:09:43.0000,55.1440581610746,1345.9,3.52719838069065,5.32
1665270585,13446,0,3514,531,825,08-10-2022 23:09:45.0000,49.0140604883655,1344.6,3.51394206992194,5.31
1665270585,13436,0,3580,519,825,08-10-2022 23:09:45.0000,65.8715540883156,1343.6,3.50374490779216,5.19
1665274540,13469,0,3528,526,824,09-10-2022 00:15:40.0000,52.5898924641125,1346.9,3.53739554282043,5.26
1665278140,13450,0,3545,521,826,09-10-2022 01:15:40.0000,56.9319741489481,1345,3.51802093477385,5.21
1665285340,13496,0,3521,517,828,09-10-2022 03:15:40.0000,50.801976476239,1349.6,3.56492788057084,5.17
1665288940,13436,0,3522,518,821,09-10-2022 04:15:40.0000,51.0573930459352,1343.6,3.50374490779216,5.18
1665296140,13415,0,3533,523,824,09-10-2022 06:15:40.0000,53.8669753125936,1341.5,3.48233086731962,5.23
1665299740,13453,0,3534,528,821,09-10-2022 07:15:40.0000,54.1223918822898,1345.3,3.52108008341279,5.28
1665306940,13568,0,3512,534,819,09-10-2022 09:15:40.0000,48.5032273489731,1356.8,3.63834744790525,5.34
1665310540,13455,0,3537,531,807,09-10-2022 10:15:40.0000,54.8886415913784,1345.5,3.52311951583874,5.31
1665317740,13476,0,3532,510,822,09-10-2022 12:15:40.0000,53.6115587428974,1347.6,3.54453355631128,5.1
1665321340,13604,0,3550,498,812,09-10-2022 13:15:40.0000,58.2090569974292,1360.4,3.67505723157245,4.98
1665328540,13530,0,3540,469,817,09-10-2022 15:15:40.0000,55.6548913004671,1353,3.59959823181209,4.69
1665332140,13607,0,3563,459,818,09-10-2022 16:15:40.0000,61.52947240348,1360.7,3.67811638021139,4.59
1665336099,13697,0,3658,398,803,09-10-2022 17:21:39.0000,85.7940465246204,1369.7,3.7698908393794,3.98
1665336103,13795,0,3857,359,807,09-10-2022 17:21:43.0000,136.621943894167,1379.5,3.86982302825124,3.59
1665336104,13820,0,3940,347,808,09-10-2022 17:21:44.0000,157.821519178953,1382,3.89531593357569,3.47
1665336105,13886,0,3666,379,809,09-10-2022 17:21:45.0000,87.8373790821901,1388.6,3.96261720363223,3.79
1665336109,13821,0,4007,334,813,09-10-2022 17:21:49.0000,174.934429348599,1382.1,3.89633564978866,3.34
1665336111,13626,0,3550,448,815,09-10-2022 17:21:51.0000,58.2090569974292,1362.6,3.69749098825797,4.48
1665336113,13685,0,3597,417,817,09-10-2022 17:21:53.0000,70.2136357731513,1368.5,3.75765424482367,4.17
1665339340,13660,0,3569,439,808,09-10-2022 18:15:40.0000,63.0619718216573,1366,3.73216133949922,4.39
1665342940,13649,0,3574,428,815,09-10-2022 19:15:40.0000,64.3390546701384,1364.9,3.72094446115646,4.28
1665350140,13649,0,3652,410,807,09-10-2022 21:15:40.0000,84.2615471064431,1364.9,3.72094446115646,4.1
1665353740,13679,0,3627,404,804,09-10-2022 22:15:40.0000,77.8761328640377,1367.9,3.7515359475458,4.04
1665360940,13759,0,3632,394,803,10-10-2022 00:15:40.0000,79.1532157125188,1375.9,3.83311324458403,3.94
1665364540,13772,0,3653,386,807,10-10-2022 01:15:40.0000,84.5169636761393,1377.2,3.84636955535275,3.86
1665371740,13860,0,3698,371,807,10-10-2022 03:15:40.0000,96.0107093124689,1386,3.9361045820948,3.71
1665375340,13804,0,3772,364,798,10-10-2022 04:15:40.0000,114.911535469989,1380.4,3.87900047416804,3.64
1665382540,13841,0,3885,354,811,10-10-2022 06:15:40.0000,143.773607845661,1384.1,3.91672997404822,3.54
1665386140,13840,0,3905,352,798,10-10-2022 07:15:40.0000,148.881939239585,1384,3.91571025783524,3.52
1665393340,13875,0,3989,342,811,10-10-2022 09:15:40.0000,170.336931094067,1387.5,3.95140032528947,3.42
1665396940,13872,0,3976,337,808,10-10-2022 10:15:40.0000,167.016515688017,1387.2,3.94834117665054,3.37
1665401626,13888,0,3798,295,794,10-10-2022 11:33:46.0000,121.55236628209,1388.8,3.96465663605818,2.95
1665401627,13848,0,3805,326,795,10-10-2022 11:33:47.0000,123.340282269964,1384.8,3.92386798753907,3.26
1665401640,13905,0,3789,274,808,10-10-2022 11:34:00.0000,119.253617154824,1390.5,3.98199181167881,2.74
1665401641,13807,0,3950,340,809,10-10-2022 11:34:01.0000,160.375684875915,1380.7,3.88205962280697,3.4
1665401642,13781,0,3930,353,810,10-10-2022 11:34:02.0000,155.267353481991,1378.1,3.85554700126955,3.53
1665401643,13873,0,3811,348,811,10-10-2022 11:34:03.0000,124.872781688141,1387.3,3.94936089286352,3.48
1665404140,13816,0,3972,335,804,10-10-2022 12:15:40.0000,165.994849409232,1381.6,3.89123706872377,3.35
1665407740,13819,0,4040,338,812,10-10-2022 13:15:40.0000,183.363176148574,1381.9,3.89429621736271,3.38
1665414940,13827,0,3940,340,806,10-10-2022 15:15:40.0000,157.821519178953,1382.7,3.90245394706653,3.4
1665418540,13837,0,3939,342,816,10-10-2022 16:15:40.0000,157.566102609257,1383.7,3.91265110919631,3.42
1665425740,13859,0,3923,356,800,10-10-2022 18:15:40.0000,153.479437494117,1385.9,3.93508486588183,3.56
1665429340,13851,0,3847,353,811,10-10-2022 19:15:40.0000,134.067778197205,1385.1,3.926927136178,3.53
1665436540,13837,0,3841,343,808,10-10-2022 21:15:40.0000,132.535278779028,1383.7,3.91265110919631,3.43
1665440140,13883,0,3940,336,794,10-10-2022 22:15:40.0000,157.821519178953,1388.3,3.95955805499329,3.36
1665447340,13861,0,3801,315,807,11-10-2022 00:15:40.0000,122.318615991179,1386.1,3.93712429830778,3.15
1665450940,13864,0,3833,304,810,11-10-2022 01:15:40.0000,130.491946221458,1386.4,3.94018344694672,3.04
1665458140,13889,0,3822,288,800,11-10-2022 03:15:40.0000,127.6823639548,1388.9,3.96567635227116,2.88
1665461740,13972,0,3821,281,807,11-10-2022 04:15:40.0000,127.426947385103,1397.2,4.05031279794833,2.81
1665467162,13968,0,3709,220,794,11-10-2022 05:46:02.0000,98.8202915791273,1396.8,4.04623393309642,2.2
1665467163,13893,0,3886,245,795,11-10-2022 05:46:03.0000,144.029024415357,1389.3,3.96975521712307,2.45
1665467170,13929,0,3811,209,802,11-10-2022 05:46:10.0000,124.872781688141,1392.9,4.00646500079028,2.09
1665467171,13894,0,3700,191,803,11-10-2022 05:46:11.0000,96.5215424518614,1389.4,3.97077493333606,1.91
1665467172,13931,0,3790,223,804,11-10-2022 05:46:12.0000,119.509033724521,1393.1,4.00850443321624,2.23
1665467172,13927,0,3743,217,804,11-10-2022 05:46:12.0000,107.504454948799,1392.7,4.00442556836432,2.17
1665468940,13947,0,3785,266,795,11-10-2022 06:15:40.0000,118.23195087604,1394.7,4.02481989262388,2.66
1665472540,13937,0,3820,255,800,11-10-2022 07:15:40.0000,127.171530815407,1393.7,4.0146227304941,2.55
1665479740,13923,0,3807,235,800,11-10-2022 09:15:40.0000,123.851115409356,1392.3,4.00034670351241,2.35
1665483340,13887,0,3800,228,803,11-10-2022 10:15:40.0000,122.063199421483,1388.7,3.96363691984521,2.28
1665490540,14044,0,3770,219,800,11-10-2022 12:15:40.0000,114.400702330596,1404.4,4.12373236528274,2.19
1665494140,13953,0,3736,217,803,11-10-2022 13:15:40.0000,105.716538960925,1395.3,4.03093818990175,2.17
1665501340,13905,0,3787,216,803,11-10-2022 15:15:40.0000,118.742784015432,1390.5,3.98199181167881,2.16
1665504940,14041,0,3795,219,802,11-10-2022 16:15:40.0000,120.786116573002,1404.1,4.12067321664381,2.19
1665512140,13928,0,3704,216,800,11-10-2022 18:15:40.0000,97.5432087306462,1392.8,4.0054452845773,2.16
1665515740,13918,0,3708,211,800,11-10-2022 19:15:40.0000,98.5648750094311,1391.8,3.99524812244752,2.11
1665522940,13953,0,3696,203,805,11-10-2022 21:15:40.0000,95.4998761730765,1395.3,4.03093818990175,2.03
1665526540,13916,0,3696,196,805,11-10-2022 22:15:40.0000,95.4998761730765,1391.6,3.99320869002157,1.96
1665532690,13889,0,3676,154,786,11-10-2022 23:58:10.0000,90.3915447791522,1388.9,3.96567635227116,1.54
1665532690,13843,0,3676,147,786,11-10-2022 23:58:10.0000,90.3915447791522,1384.3,3.91876940647418,1.47
1665532693,13887,0,3687,160,789,11-10-2022 23:58:13.0000,93.2011270458106,1388.7,3.96363691984521,1.6
1665532704,13908,0,3745,172,800,11-10-2022 23:58:24.0000,108.015288088191,1390.8,3.98505096031774,1.72
1665532704,13854,0,3657,148,800,11-10-2022 23:58:24.0000,85.5386299549241,1385.4,3.92998628481694,1.48
1665532705,13771,0,3710,143,801,11-10-2022 23:58:25.0000,99.0757081488235,1377.1,3.84534983913977,1.43
1665533740,13887,0,3671,185,789,12-10-2022 00:15:40.0000,89.1144619306711,1388.7,3.96363691984521,1.85
1665537340,14018,0,3679,178,799,12-10-2022 01:15:40.0000,91.1577944882409,1401.8,4.09721974374532,1.78
1665544540,13899,0,3689,168,787,12-10-2022 03:15:40.0000,93.711960185203,1389.9,3.97587351440094,1.68
1665548140,13935,0,3730,164,785,12-10-2022 04:15:40.0000,104.184039542748,1393.5,4.01258329806815,1.64
1665555340,13875,0,3693,158,794,12-10-2022 06:15:40.0000,94.7336264639879,1387.5,3.95140032528947,1.58
1665558940,13894,0,3682,156,790,12-10-2022 07:15:40.0000,91.9240441973295,1389.4,3.97077493333606,1.56
1665566140,13886,0,3694,152,796,12-10-2022 09:15:40.0000,94.9890430336841,1388.6,3.96261720363223,1.52
1665569740,13877,0,3664,149,782,12-10-2022 10:15:40.0000,87.3265459427977,1387.7,3.95343975771543,1.49
1665576940,13835,0,3733,147,796,12-10-2022 12:15:40.0000,104.950289251836,1383.5,3.91061167677035,1.47
1665580540,13885,0,3663,147,798,12-10-2022 13:15:40.0000,87.0711293731014,1388.5,3.96159748741925,1.47
1665587740,13801,0,3679,149,796,12-10-2022 15:15:40.0000,91.1577944882409,1380.1,3.8759413255291,1.49
1665591340,13824,0,3674,148,800,12-10-2022 16:15:40.0000,89.8807116397598,1382.4,3.8993947984276,1.48
1665598226,13721,0,3578,27,786,12-10-2022 18:10:26.0000,65.3607209489232,1372.1,3.79436402849087,0.27
1665598229,13798,0,3582,40,789,12-10-2022 18:10:29.0000,66.3823872277081,1379.8,3.87288217689017,0.4
1665598230,13687,0,3623,71,790,12-10-2022 18:10:30.0000,76.8544665852529,1368.7,3.75969367724962,0.71
1665598231,13744,0,3616,98,791,12-10-2022 18:10:31.0000,75.0665505973794,1374.4,3.81781750138936,0.98
1665598236,13738,0,3582,55,796,12-10-2022 18:10:36.0000,66.3823872277081,1373.8,3.8116992041115,0.55
1665598243,13767,0,3663,124,803,12-10-2022 18:10:43.0000,87.0711293731014,1376.7,3.84127097428786,1.24
1665598540,13756,0,3670,138,800,12-10-2022 18:15:40.0000,88.8590453609749,1375.6,3.8300540959451,1.38
1665602140,13764,0,3624,132,800,12-10-2022 19:15:40.0000,77.1098831549491,1376.4,3.83821182564892,1.32
1665609340,13709,0,3666,116,798,12-10-2022 21:15:40.0000,87.8373790821901,1370.9,3.78212743393514,1.16
1665612940,13712,0,3601,108,804,12-10-2022 22:15:40.0000,71.2353020519361,1371.2,3.78518658257407,1.08
1665620140,13697,0,3601,88,784,13-10-2022 00:15:40.0000,71.2353020519361,1369.7,3.7698908393794,0.88
1665623740,13729,0,3652,79,795,13-10-2022 01:15:40.0000,84.2615471064431,1372.9,3.80252175819469,0.79
1665630940,13697,0,3602,65,785,13-10-2022 03:15:40.0000,71.4907186216324,1369.7,3.7698908393794,0.65
1665634540,13683,0,3590,58,779,13-10-2022 04:15:40.0000,68.4257197852778,1368.3,3.75561481239771,0.58
1665641740,13714,0,3600,51,790,13-10-2022 06:15:40.0000,70.9798854822399,1371.4,3.78722601500003,0.51
1665645340,13768,0,3583,46,788,13-10-2022 07:15:40.0000,66.6378037974043,1376.8,3.84229069050083,0.46
1665652540,13779,0,3576,34,786,13-10-2022 09:15:40.0000,64.8498878095308,1377.9,3.85350756884359,0.34
1665656140,13720,0,3590,30,792,13-10-2022 10:15:40.0000,68.4257197852778,1372,3.79334431227789,0.3
1665663340,13708,0,3564,27,787,13-10-2022 12:15:40.0000,61.7848889731762,1370.8,3.78110771772216,0.27
1665663752,13753,0,3578,21,776,13-10-2022 12:22:32.0000,65.3607209489232,1375.3,3.82699494730616,0.21
1665663756,13767,0,3567,45,780,13-10-2022 12:22:36.0000,62.5511386822649,1376.7,3.84127097428786,0.45
1665663758,13762,0,3537,21,782,13-10-2022 12:22:38.0000,54.8886415913784,1376.2,3.83617239322297,0.21
1665663761,13819,0,3580,26,785,13-10-2022 12:22:41.0000,65.8715540883156,1381.9,3.89429621736271,0.26
1665663766,13722,0,3589,34,790,13-10-2022 12:22:46.0000,68.1703032155816,1372.2,3.79538374470385,0.34
1665663767,13756,0,3559,46,791,13-10-2022 12:22:47.0000,60.5078061246951,1375.6,3.8300540959451,0.46
1665666940,13696,0,3588,30,780,13-10-2022 13:15:40.0000,67.9148866458854,1369.6,3.76887112316642,0.3
1665674140,13724,0,3577,38,793,13-10-2022 15:15:40.0000,65.105304379227,1372.4,3.79742317712981,0.38
1665677740,13734,0,3660,42,784,13-10-2022 16:15:40.0000,86.3048796640128,1373.4,3.80762033925959,0.42
1665684940,13749,0,3558,48,787,13-10-2022 18:15:40.0000,60.2523895549989,1374.9,3.82291608245425,0.48
1665688540,13745,0,3569,47,779,13-10-2022 19:15:40.0000,63.0619718216573,1374.5,3.81883721760234,0.47
1665695740,13753,0,3562,40,784,13-10-2022 21:15:40.0000,61.2740558337838,1375.3,3.82699494730616,0.4
