serial number: 211590
lat: 64.67
lon: -148.63
time,pressure (mbar),approximate depth (m),ambient,backscatter,temp (C),battery (V)
2022-10-06 23:19:27,1142.9,1.46,0.0,3612.0,4.5,4.03
2022-10-07 00:19:27,1140.6,1.43,0.0,3623.0,4.5,4.03
2022-10-07 01:19:27,1141.3,1.44,1.0,3647.0,4.5,4.02
2022-10-07 02:19:27,1140.1,1.43,1.0,3625.0,4.52,4.02
2022-10-07 03:19:27,1142.2,1.45,0.0,3619.0,4.55,4.02
2022-10-07 07:19:27,1136.6,1.39,0.0,3675.0,4.73,4.02
2022-10-07 08:19:27,1140.4,1.43,0.0,3636.0,4.78,4.02
2022-10-07 09:19:27,1141.6,1.44,3.0,3626.0,4.85,4.02
2022-10-07 10:19:27,1145.0,1.48,7.0,3647.0,4.9,4.0
2022-10-07 11:19:27,1141.8,1.45,9.0,3650.0,4.96,4.0
2022-10-07 12:19:27,1145.7,1.49,31.0,3639.0,5.01,4.0
2022-10-07 16:19:27,1144.4,1.47,30.0,3621.0,5.17,4.0
2022-10-07 17:19:27,1148.3,1.51,16.0,3629.0,5.2,4.0
2022-10-07 18:19:27,1142.5,1.45,8.0,3619.0,5.21,4.0
2022-10-07 19:19:27,1143.6,1.46,0.0,3623.0,5.2,4.0
2022-10-07 20:19:27,1145.9,1.49,1.0,3606.0,5.21,4.0
2022-10-07 21:19:27,1142.2,1.45,0.0,3624.0,5.22,4.0
2022-10-07 22:19:27,1144.9,1.48,0.0,3620.0,5.22,4.0
2022-10-07 23:19:27,1138.5,1.41,1.0,3642.0,5.23,4.0
2022-10-08 00:19:27,1137.8,1.41,0.0,3662.0,5.24,4.0
2022-10-08 01:19:27,1139.4,1.42,0.0,3644.0,5.25,4.0
2022-10-08 02:19:27,1139.1,1.42,0.0,3682.0,5.24,4.0
2022-10-08 03:19:27,1135.6,1.38,1.0,3628.0,5.23,4.0
2022-10-08 04:19:27,1137.6,1.40,0.0,3652.0,5.23,3.99
2022-10-08 05:19:27,1132.3,1.35,0.0,3660.0,5.22,3.99
2022-10-08 06:19:27,1135.9,1.39,0.0,3647.0,5.21,3.99
2022-10-08 13:19:27,1132.5,1.35,32.0,3641.0,5.11,3.98
2022-10-08 14:19:27,1115.5,1.18,72.0,3650.0,5.13,3.98
2022-10-08 15:19:27,1117.4,1.20,55.0,3637.0,5.13,3.98
2022-10-08 16:19:27,1113.0,1.15,35.0,3635.0,5.14,3.98
2022-10-08 17:19:27,1109.9,1.12,40.0,3659.0,5.16,3.98
2022-10-08 18:19:27,1116.5,1.19,9.0,3633.0,5.16,3.98
2022-10-08 19:19:27,1115.4,1.18,0.0,3637.0,5.14,3.98
2022-10-08 20:19:27,1109.9,1.12,0.0,3660.0,5.14,3.98
2022-10-08 21:19:27,1110.4,1.13,0.0,3657.0,5.13,3.98
2022-10-09 01:19:27,1113.7,1.16,0.0,3649.0,5.15,3.96
2022-10-09 02:19:27,1109.4,1.12,1.0,3652.0,5.16,3.96
2022-10-09 03:19:27,1108.5,1.11,0.0,3645.0,5.17,3.96
2022-10-09 04:19:27,1109.4,1.12,0.0,3665.0,5.17,3.96
2022-10-09 05:19:27,1107.5,1.10,0.0,3654.0,5.18,3.96
2022-10-09 06:19:27,1103.5,1.06,0.0,3652.0,5.18,3.96
2022-10-09 07:19:27,1111.4,1.14,0.0,3649.0,5.17,3.95
2022-10-09 08:19:27,1112.6,1.15,1.0,3685.0,5.16,3.95
2022-10-09 09:19:27,1113.2,1.15,2.0,3675.0,5.1,3.95
2022-10-09 10:19:27,1113.0,1.15,4.0,3711.0,5.01,3.94
2022-10-09 11:19:27,1110.3,1.12,5.0,3704.0,4.91,3.94
2022-10-09 12:19:27,1113.3,1.16,9.0,3714.0,4.84,3.94
2022-10-09 13:19:27,1118.5,1.21,11.0,3685.0,4.77,3.93
2022-10-09 14:19:27,1117.1,1.19,11.0,3667.0,4.69,3.93
2022-10-09 15:19:27,1115.3,1.18,10.0,3707.0,4.66,3.93
2022-10-09 16:19:27,1120.5,1.23,9.0,3668.0,4.64,3.92
2022-10-09 17:19:27,1118.5,1.21,7.0,3691.0,4.62,3.92
2022-10-09 18:19:27,1126.8,1.29,0.0,3710.0,4.6,3.92
2022-10-09 19:19:27,1124.3,1.27,0.0,3669.0,4.58,3.91
2022-10-09 20:19:27,1125.5,1.28,0.0,3683.0,4.55,3.91
2022-10-09 21:19:27,1126.8,1.29,0.0,3676.0,4.53,3.91
2022-10-10 04:19:27,1132.8,1.35,0.0,3683.0,4.0,3.89
2022-10-10 05:19:27,1135.1,1.38,0.0,3871.0,3.9,3.89
2022-10-10 06:19:27,1132.8,1.35,0.0,3683.0,3.8,3.89
2022-10-10 07:19:27,1138.6,1.41,0.0,3686.0,3.7,3.89
2022-10-10 08:19:27,1133.2,1.36,0.0,3720.0,3.63,3.89
2022-10-10 09:19:27,1135.9,1.39,2.0,3728.0,3.57,3.89
2022-10-10 10:19:27,1138.7,1.41,6.0,3737.0,3.52,4.01
2022-10-10 11:19:27,1134.8,1.37,7.0,3740.0,3.5,4.01
2022-10-10 12:19:27,1135.7,1.38,9.0,3767.0,3.52,4.01
2022-10-10 19:19:27,1135.6,1.38,0.0,3947.0,3.47,3.99
2022-10-10 20:19:27,1140.6,1.43,0.0,3999.0,3.44,3.99
2022-10-10 21:19:27,1136.8,1.39,0.0,4031.0,3.43,3.99
2022-10-10 22:19:27,1144.6,1.47,0.0,4081.0,3.41,3.99
2022-10-10 23:19:27,1134.0,1.37,0.0,4104.0,3.38,3.99
2022-10-11 00:19:27,1138.8,1.42,0.0,4102.0,3.35,3.99
2022-10-11 01:19:27,1139.1,1.42,0.0,4120.0,3.31,3.98
2022-10-11 02:19:27,1142.9,1.46,0.0,4067.0,3.27,3.98
2022-10-11 03:19:27,1140.3,1.43,0.0,4048.0,3.22,3.98
2022-10-11 04:19:27,1142.6,1.45,0.0,4056.0,3.19,3.98
2022-10-11 05:19:27,1146.4,1.49,0.0,4029.0,3.17,3.98
2022-10-11 06:19:27,1149.8,1.53,0.0,4018.0,3.15,3.98
2022-10-11 13:19:27,1151.2,1.54,1.0,3922.0,2.84,3.99
2022-10-11 14:19:27,1152.2,1.55,0.0,3913.0,2.8,3.99
2022-10-11 15:19:27,1148.4,1.51,1.0,3909.0,2.76,3.99
2022-10-11 16:19:27,1148.1,1.51,1.0,3937.0,2.74,3.99
2022-10-11 17:19:27,1147.0,1.50,0.0,3960.0,2.71,3.99
2022-10-11 18:19:27,1149.2,1.52,0.0,3913.0,2.64,3.99
2022-10-11 19:19:27,1153.6,1.57,0.0,3949.0,2.57,3.97
2022-10-11 20:19:27,1150.2,1.53,0.0,3947.0,2.48,3.97
2022-10-11 21:19:27,1150.5,1.53,0.0,3955.0,2.4,3.97
2022-10-11 22:19:27,1146.8,1.50,0.0,4055.0,2.31,3.96
2022-10-11 23:19:27,1148.2,1.51,1.0,3919.0,2.22,3.96
2022-10-12 00:19:27,1150.8,1.54,0.0,3917.0,2.14,3.96
2022-10-12 01:19:27,1151.0,1.54,0.0,3889.0,2.05,3.96
2022-10-12 02:19:27,1153.1,1.56,0.0,3908.0,1.98,3.96
2022-10-12 03:19:27,1150.0,1.53,0.0,3869.0,1.93,3.96
2022-10-12 04:19:27,1148.6,1.52,0.0,3870.0,1.87,3.95
2022-10-12 05:19:27,1149.6,1.53,0.0,3859.0,1.82,3.95
2022-10-12 06:19:27,1145.2,1.48,0.0,3857.0,1.79,3.95
2022-10-12 07:19:27,1147.9,1.51,0.0,3841.0,1.76,3.94
2022-10-12 08:19:27,1150.8,1.54,0.0,3831.0,1.73,3.94
2022-10-12 09:19:27,1144.0,1.47,0.0,3840.0,1.68,3.94
2022-10-12 10:19:27,1143.1,1.46,1.0,3844.0,1.64,3.98
2022-10-12 11:19:27,1143.8,1.47,2.0,3846.0,1.63,3.98
2022-10-12 12:19:27,1143.1,1.46,4.0,3837.0,1.64,3.98
2022-10-12 13:19:27,1139.4,1.42,2.0,3836.0,1.64,4.03
2022-10-12 14:19:27,1140.8,1.44,4.0,3827.0,1.64,4.03
2022-10-12 15:19:27,1144.6,1.47,4.0,3804.0,1.65,4.03
2022-10-12 16:19:27,1133.5,1.36,2.0,3812.0,1.66,4.01
2022-10-12 17:19:27,1138.9,1.42,2.0,3799.0,1.66,4.01
2022-10-12 18:19:27,1138.2,1.41,0.0,3795.0,1.63,4.01
2022-10-12 22:19:27,1130.7,1.33,0.0,3839.0,1.45,3.99
2022-10-12 23:19:27,1134.8,1.37,0.0,3803.0,1.4,3.99
2022-10-13 00:19:27,1128.7,1.31,0.0,3810.0,1.35,3.99
2022-10-13 01:19:27,1132.3,1.35,0.0,3807.0,1.3,3.98
2022-10-13 02:19:27,1127.7,1.30,0.0,3772.0,1.24,3.98
2022-10-13 03:19:27,1128.5,1.31,0.0,3777.0,1.19,3.98
2022-10-13 07:19:27,1131.1,1.34,1.0,3745.0,0.9,3.97
2022-10-13 08:19:27,1136.6,1.39,0.0,3791.0,0.82,3.97
2022-10-13 09:19:27,1131.0,1.34,3.0,3755.0,0.75,3.97
2022-10-13 10:19:27,1131.4,1.34,7.0,3732.0,0.69,4.02
2022-10-13 11:19:27,1130.4,1.33,26.0,3731.0,0.64,4.02
2022-10-13 12:19:27,1133.4,1.36,41.0,3723.0,0.63,4.02
2022-10-14 01:19:27,1136.4,1.39,0.0,3692.0,0.33,3.98
2022-10-14 02:19:27,1149.5,1.52,0.0,3700.0,0.32,3.98
2022-10-14 03:19:27,1152.7,1.56,0.0,3686.0,0.33,3.98
2022-10-14 04:19:27,1145.4,1.48,0.0,3688.0,0.34,3.97
2022-10-14 05:19:27,1145.9,1.49,0.0,3679.0,0.34,3.97
2022-10-14 06:19:27,1156.0,1.59,0.0,3679.0,0.34,3.97
2022-10-14 07:19:27,1155.8,1.59,0.0,3684.0,0.35,3.98
2022-10-14 08:19:27,1153.3,1.56,0.0,3656.0,0.36,3.98
2022-10-14 09:19:27,1156.7,1.60,10.0,3674.0,0.36,3.98
2022-10-14 13:19:27,1156.0,1.59,73.0,3670.0,0.36,4.12
2022-10-14 14:19:27,1141.5,1.44,101.0,3686.0,0.38,4.12
2022-10-14 15:19:27,1145.0,1.48,105.0,3694.0,0.38,4.12
2022-10-14 16:19:27,1138.9,1.42,38.0,3670.0,0.38,4.11
2022-10-14 17:19:27,1141.5,1.44,9.0,3699.0,0.36,4.11
2022-10-14 18:19:27,1134.3,1.37,3.0,3701.0,0.36,4.11
2022-10-15 01:19:27,1135.6,1.38,0.0,6654.0,0.37,4.06
2022-10-15 02:19:27,1137.1,1.40,0.0,9023.0,0.37,4.06
2022-10-15 03:19:27,1130.2,1.33,0.0,9329.0,0.37,4.06
2022-10-15 04:19:27,1128.7,1.31,0.0,11856.0,0.37,4.05
2022-10-15 05:19:27,1130.6,1.33,0.0,10797.0,0.38,4.05
2022-10-15 06:19:27,1128.8,1.31,0.0,9868.0,0.38,4.05
2022-10-15 07:19:27,1130.9,1.33,0.0,7053.0,0.38,4.04
2022-10-15 08:19:27,1135.4,1.38,0.0,7743.0,0.37,4.04
2022-10-15 09:19:27,1131.9,1.35,2.0,7267.0,0.38,4.04
2022-10-15 10:19:27,1129.9,1.32,7.0,7144.0,0.38,4.04
2022-10-15 11:19:27,1128.0,1.31,3.0,7259.0,0.38,4.04
2022-10-15 12:19:27,1132.2,1.35,2.0,6823.0,0.38,4.04
2022-10-15 16:19:27,1118.2,1.21,8.0,10081.0,0.38,4.02
2022-10-15 17:19:27,1120.8,1.23,3.0,15794.0,0.38,4.02
2022-10-15 18:19:27,1117.2,1.20,2.0,7682.0,0.38,4.02
2022-10-15 22:19:27,1116.5,1.19,0.0,8211.0,0.39,4.01
2022-10-15 23:19:27,1125.8,1.28,0.0,8232.0,0.39,4.01
2022-10-16 00:19:27,1118.0,1.20,0.0,8723.0,0.39,4.01
2022-10-16 01:19:27,1114.9,1.17,0.0,8016.0,0.39,4.0
2022-10-16 02:19:27,1118.3,1.21,0.0,8293.0,0.39,4.0
2022-10-16 03:19:27,1121.1,1.23,0.0,10154.0,0.39,4.0
2022-10-16 10:19:27,1098.3,1.00,66.0,3662.0,0.4,4.09
2022-10-16 11:19:27,1099.6,1.02,181.0,3687.0,0.41,4.09
2022-10-16 12:19:27,1097.3,0.99,293.0,3658.0,0.41,4.09
2022-10-16 19:19:27,1092.5,0.94,0.0,3700.0,0.4,4.1
2022-10-16 20:19:27,1094.0,0.96,1.0,3740.0,0.4,4.1
2022-10-16 21:19:27,1091.9,0.94,0.0,3664.0,0.4,4.1
2022-10-16 22:19:27,1095.9,0.98,0.0,3647.0,0.4,4.08
2022-10-16 23:19:27,1095.4,0.97,0.0,3677.0,0.4,4.08
2022-10-17 00:19:27,1093.7,0.96,0.0,3667.0,0.4,4.08
2022-10-17 04:19:27,1095.7,0.98,0.0,3678.0,0.4,4.06
2022-10-17 05:19:27,1097.3,0.99,0.0,3644.0,0.4,4.06
2022-10-17 06:19:27,1098.7,1.01,0.0,3657.0,0.4,4.06
2022-10-17 10:19:27,1104.8,1.07,17.0,3654.0,0.4,4.11
2022-10-17 11:19:27,1104.3,1.06,251.0,3644.0,0.41,4.11
2022-10-17 12:19:27,1105.2,1.07,293.0,3667.0,0.42,4.11
2022-10-17 13:19:27,1103.1,1.05,309.0,3661.0,0.43,4.14
2022-10-17 14:19:27,1100.4,1.02,196.0,3651.0,0.43,4.14
2022-10-17 15:19:27,1100.5,1.02,240.0,3664.0,0.43,4.14
2022-10-17 16:19:27,1102.7,1.05,110.0,3665.0,0.43,4.12
2022-10-17 17:19:27,1102.3,1.04,39.0,3666.0,0.42,4.12
2022-10-17 18:19:27,1101.1,1.03,1.0,3667.0,0.42,4.12
2022-10-17 22:19:27,1105.4,1.07,0.0,3670.0,0.41,4.09
2022-10-17 23:19:27,1105.3,1.07,0.0,3682.0,0.42,4.09
2022-10-18 00:19:27,1106.5,1.09,0.0,3662.0,0.41,4.09
2022-10-18 01:19:27,1112.0,1.14,0.0,3653.0,0.41,4.07
2022-10-18 02:19:27,1113.0,1.15,1.0,3651.0,0.41,4.07
2022-10-18 03:19:27,1110.6,1.13,0.0,3728.0,0.41,4.07
2022-10-18 04:19:27,1117.5,1.20,0.0,3655.0,0.4,4.06
2022-10-18 05:19:27,1110.8,1.13,0.0,3694.0,0.4,4.06
2022-10-18 06:19:27,1116.8,1.19,0.0,3686.0,0.4,4.06
2022-10-18 07:19:27,1118.9,1.21,0.0,3659.0,0.4,4.05
2022-10-18 08:19:27,1123.1,1.26,0.0,3653.0,0.4,4.05
2022-10-18 09:19:27,1125.9,1.28,10.0,3663.0,0.4,4.05
2022-10-18 10:19:27,1130.5,1.33,28.0,3662.0,0.4,4.12
2022-10-18 11:19:27,1123.4,1.26,142.0,3657.0,0.41,4.12
2022-10-18 12:19:27,1117.8,1.20,200.0,3784.0,0.42,4.12
2022-10-18 13:19:27,1114.0,1.16,248.0,3674.0,0.44,4.13
2022-10-18 14:19:27,1117.5,1.20,142.0,3674.0,0.46,4.13
2022-10-18 15:19:27,1114.8,1.17,87.0,3674.0,0.46,4.13
2022-10-18 16:19:27,1117.5,1.20,29.0,3711.0,0.46,4.11
2022-10-18 17:19:27,1112.6,1.15,13.0,3723.0,0.47,4.11
2022-10-18 18:19:27,1105.5,1.08,2.0,3734.0,0.46,4.11
2022-10-18 19:19:27,1109.5,1.12,0.0,3739.0,0.46,4.1
2022-10-18 20:19:27,1109.6,1.12,0.0,3722.0,0.46,4.1
2022-10-18 21:19:27,1106.8,1.09,0.0,3800.0,0.45,4.1
2022-10-18 22:19:27,1113.9,1.16,0.0,3754.0,0.46,4.08
2022-10-18 23:19:27,1107.4,1.10,0.0,3769.0,0.44,4.08
2022-10-19 00:19:27,1112.3,1.15,0.0,3786.0,0.44,4.08
2022-10-19 01:19:27,1105.8,1.08,0.0,3796.0,0.44,4.07
2022-10-19 02:19:27,1109.0,1.11,0.0,3792.0,0.44,4.07
2022-10-19 03:19:27,1114.7,1.17,0.0,3793.0,0.45,4.07
2022-10-19 10:19:27,1110.1,1.12,1.0,3830.0,0.41,4.13
2022-10-19 11:19:27,1105.7,1.08,5.0,3857.0,0.42,4.13
2022-10-19 12:19:27,1107.3,1.09,5.0,3866.0,0.45,4.13
2022-10-19 16:19:27,1105.7,1.08,3.0,3960.0,0.52,4.1
2022-10-19 17:19:27,1101.7,1.04,1.0,3870.0,0.52,4.1
2022-10-19 18:19:27,1106.3,1.08,0.0,3850.0,0.52,4.1
2022-10-19 19:19:27,1107.3,1.09,0.0,3832.0,0.51,4.09
2022-10-19 20:19:27,1100.6,1.03,0.0,3929.0,0.51,4.09
2022-10-19 21:19:27,1103.3,1.05,0.0,3895.0,0.51,4.09
2022-10-19 22:19:27,1103.1,1.05,0.0,3864.0,0.51,4.08
2022-10-19 23:19:27,1103.2,1.05,0.0,3859.0,0.51,4.08
2022-10-20 00:19:27,1114.1,1.16,0.0,3860.0,0.52,4.08
2022-10-20 07:19:27,1106.6,1.09,0.0,3792.0,0.57,4.05
2022-10-20 08:19:27,1112.9,1.15,0.0,3799.0,0.57,4.05
2022-10-20 09:19:27,1107.6,1.10,0.0,3801.0,0.58,4.05
2022-10-20 10:19:27,1114.0,1.16,3.0,3785.0,0.58,4.04
2022-10-20 11:19:27,1104.7,1.07,12.0,3790.0,0.61,4.04
2022-10-20 12:19:27,1104.2,1.06,9.0,3786.0,0.63,4.04
2022-10-20 13:19:27,1110.6,1.13,9.0,3770.0,0.66,4.06
2022-10-20 14:19:27,1112.1,1.14,11.0,3770.0,0.69,4.06
2022-10-20 15:19:27,1102.0,1.04,12.0,3785.0,0.71,4.06
2022-10-20 16:19:27,1104.7,1.07,4.0,3771.0,0.72,4.05
2022-10-20 17:19:27,1108.6,1.11,3.0,3751.0,0.72,4.05
2022-10-20 18:19:27,1108.8,1.11,1.0,3771.0,0.72,4.05
2022-10-21 01:19:27,1119.6,1.22,0.0,3732.0,0.77,4.02
2022-10-21 02:19:27,1118.7,1.21,0.0,3731.0,0.8,4.02
2022-10-21 03:19:27,1111.9,1.14,0.0,3733.0,0.83,4.02
2022-10-21 04:19:27,1116.9,1.19,1.0,3724.0,0.84,4.02
2022-10-21 05:19:27,1116.8,1.19,0.0,3767.0,0.88,4.02
2022-10-21 06:19:27,1114.2,1.16,0.0,3738.0,0.9,4.02
2022-10-21 10:19:27,1112.8,1.15,8.0,3741.0,1.0,4.0
2022-10-21 11:19:27,1116.0,1.18,12.0,3732.0,1.03,4.0
2022-10-21 12:19:27,1123.7,1.26,12.0,3725.0,1.05,4.0
2022-10-21 13:19:27,1110.4,1.13,25.0,3728.0,1.1,4.0
2022-10-21 14:19:27,1122.1,1.25,15.0,3786.0,1.14,4.0
2022-10-21 15:19:27,1111.8,1.14,18.0,3739.0,1.19,4.0
2022-10-21 16:19:27,1115.8,1.18,12.0,3756.0,1.22,4.0
2022-10-21 17:19:27,1123.0,1.25,2.0,3757.0,1.23,4.0
2022-10-21 18:19:27,1132.8,1.35,0.0,3734.0,1.24,4.0
2022-10-21 19:19:27,1132.5,1.35,0.0,3747.0,1.24,3.99
2022-10-21 20:19:27,1121.3,1.24,0.0,3769.0,1.23,3.99
2022-10-21 21:19:27,1117.7,1.20,0.0,3751.0,1.21,3.99
2022-10-21 22:19:27,1127.9,1.30,0.0,3745.0,1.19,3.99
2022-10-21 23:19:27,1126.9,1.29,0.0,3734.0,1.16,3.99
2022-10-22 00:19:27,1127.2,1.30,0.0,3759.0,1.14,3.99
2022-10-22 01:19:27,1120.3,1.23,0.0,3718.0,1.11,3.99
2022-10-22 02:19:27,1127.2,1.30,0.0,3722.0,1.09,3.99
2022-10-22 03:19:27,1121.0,1.23,1.0,3702.0,1.07,3.99
2022-10-22 04:19:27,1117.6,1.20,0.0,3704.0,1.04,3.98
2022-10-22 05:19:27,1113.9,1.16,0.0,3714.0,1.01,3.98
2022-10-22 06:19:27,1124.2,1.27,0.0,3710.0,0.98,3.98
2022-10-22 07:19:27,1124.8,1.27,0.0,3719.0,0.95,3.98
2022-10-22 08:19:27,1118.2,1.21,0.0,3699.0,0.91,3.98
2022-10-22 09:19:27,1108.2,1.10,6.0,3696.0,0.87,3.98
2022-10-22 10:19:27,1107.0,1.09,30.0,3708.0,0.84,3.98
2022-10-22 11:19:27,1106.8,1.09,84.0,3697.0,0.83,3.98
2022-10-22 12:19:27,1107.8,1.10,115.0,3702.0,0.85,3.98
2022-10-22 16:19:27,1111.0,1.13,77.0,3690.0,0.93,3.97
2022-10-22 17:19:27,1120.4,1.23,14.0,3688.0,0.95,3.97
2022-10-22 18:19:27,1109.8,1.12,3.0,3687.0,1.0,3.97
2022-10-22 19:19:27,1114.3,1.17,0.0,3669.0,1.03,3.97
2022-10-22 20:19:27,1107.9,1.10,1.0,3679.0,1.07,3.97
2022-10-22 21:19:27,1104.9,1.07,0.0,3674.0,1.1,3.97
2022-10-23 01:19:27,1120.0,1.22,0.0,3663.0,1.22,3.95
2022-10-23 02:19:27,1113.3,1.16,0.0,3668.0,1.25,3.95
2022-10-23 03:19:27,1118.5,1.21,0.0,3680.0,1.29,3.95
2022-10-23 04:19:27,1106.3,1.08,0.0,3668.0,1.31,3.94
2022-10-23 05:19:27,1113.4,1.16,0.0,3679.0,1.33,3.94
2022-10-23 06:19:27,1119.3,1.22,0.0,3665.0,1.34,3.94
2022-10-23 07:19:27,1104.6,1.07,0.0,3676.0,1.36,3.93
2022-10-23 08:19:27,1109.6,1.12,0.0,3669.0,1.39,3.93
2022-10-23 09:19:27,1112.4,1.15,13.0,3669.0,1.39,3.93
2022-10-23 13:19:27,1110.1,1.12,310.0,3658.0,1.43,3.94
2022-10-23 14:19:27,1115.4,1.18,291.0,3657.0,1.44,3.94
2022-10-23 15:19:27,1112.0,1.14,289.0,3654.0,1.46,3.94
2022-10-23 16:19:27,1121.8,1.24,119.0,3658.0,1.46,3.93
2022-10-23 17:19:27,1118.6,1.21,60.0,3659.0,1.46,3.93
2022-10-23 18:19:27,1111.2,1.13,4.0,3655.0,1.44,3.93
2022-10-23 19:19:27,1120.6,1.23,1.0,3658.0,1.42,3.91
2022-10-23 20:19:27,1115.4,1.18,0.0,3646.0,1.36,3.91
2022-10-23 21:19:27,1112.1,1.14,0.0,3678.0,1.31,3.91
2022-10-23 22:19:27,1114.4,1.17,0.0,3647.0,1.26,3.91
2022-10-23 23:19:27,1116.5,1.19,0.0,3641.0,1.21,3.91
2022-10-24 00:19:27,1118.3,1.21,0.0,3660.0,1.22,3.91
2022-10-24 01:19:27,1105.5,1.08,0.0,3650.0,1.23,3.9
2022-10-24 02:19:27,1118.4,1.21,0.0,3638.0,1.24,3.9
2022-10-24 03:19:27,1101.8,1.04,1.0,3666.0,1.26,3.9
2022-10-24 07:19:27,1112.8,1.15,0.0,3652.0,1.26,3.89
2022-10-24 08:19:27,1108.6,1.11,0.0,3663.0,1.24,3.89
2022-10-24 09:19:27,1105.4,1.07,17.0,3666.0,1.22,3.89
2022-10-24 10:19:27,1117.7,1.20,94.0,3654.0,1.19,3.89
2022-10-24 11:19:27,1103.7,1.06,273.0,3652.0,1.15,3.89
2022-10-24 12:19:27,1111.7,1.14,238.0,3656.0,1.12,3.89
2022-10-24 13:19:27,1109.4,1.12,342.0,3657.0,1.09,3.93
2022-10-24 14:19:27,1119.8,1.22,271.0,3647.0,1.04,3.93
2022-10-24 15:19:27,1120.5,1.23,259.0,3654.0,1.02,3.93
2022-10-24 16:19:27,1112.1,1.14,257.0,3640.0,1.02,3.94
2022-10-24 17:19:27,1106.2,1.08,104.0,3654.0,0.97,3.94
2022-10-24 18:19:27,1107.5,1.10,4.0,3652.0,0.89,3.94
2022-10-24 19:19:27,1113.3,1.16,0.0,3648.0,0.8,3.93
2022-10-24 20:19:27,1113.3,1.16,0.0,3651.0,0.68,3.93
2022-10-24 21:19:27,1107.6,1.10,0.0,3644.0,0.58,3.93
2022-10-24 22:19:27,1109.9,1.12,1.0,3643.0,0.49,3.92
2022-10-24 23:19:27,1107.3,1.09,0.0,3633.0,0.46,3.92
2022-10-25 00:19:27,1104.2,1.06,0.0,3654.0,0.46,3.92
2022-10-25 04:19:27,1108.1,1.10,0.0,3633.0,0.46,3.9
2022-10-25 05:19:27,1100.8,1.03,1.0,3641.0,0.46,3.9
2022-10-25 06:19:27,1101.8,1.04,0.0,3635.0,0.46,3.9
2022-10-25 07:19:27,1101.8,1.04,1.0,3634.0,0.46,3.89
2022-10-25 08:19:27,1099.9,1.02,0.0,3634.0,0.46,3.89
2022-10-25 09:19:27,1106.3,1.08,32.0,3632.0,0.46,3.89
2022-10-25 10:19:27,1097.4,0.99,226.0,3658.0,0.47,4.0
2022-10-25 11:19:27,1097.0,0.99,365.0,3917.0,0.47,4.0
2022-10-25 12:19:27,1099.3,1.01,1243.0,3706.0,0.47,4.0
2022-10-25 13:19:27,1087.4,0.89,1436.0,3868.0,0.47,4.04
2022-10-25 14:19:27,1093.3,0.95,614.0,4109.0,0.47,4.04
2022-10-25 15:19:27,1086.2,0.88,541.0,4302.0,0.47,4.04
2022-10-25 16:19:27,1087.4,0.89,652.0,7263.0,0.47,4.03
2022-10-25 17:19:27,1084.7,0.86,169.0,9094.0,0.47,4.03
2022-10-25 18:19:27,1084.1,0.86,2.0,8027.0,0.47,4.03
2022-10-25 19:19:27,1075.9,0.77,0.0,9246.0,0.47,4.02
