serial number: 209175
lat: 64.82
lon: -147.74
time,pressure (mbar),approximate depth (m),ambient,backscatter,temp (C),battery (V)
2022-10-15 13:15:40,1364.9,3.72,0.0,3533.0,0.21,3.85
2022-10-15 13:15:40,1364.9,3.72,0.0,3533.0,0.21,3.85
2022-10-15 14:15:40,1370.5,3.78,0.0,3512.0,0.21,3.83
2022-10-15 15:15:40,1360.6,3.68,0.0,3508.0,0.21,3.83
2022-10-15 16:15:40,1358.9,3.66,0.0,3535.0,0.2,3.83
2022-10-16 05:15:40,1349.4,3.56,0.0,3501.0,0.2,3.81
2022-10-16 06:15:40,1349.6,3.56,0.0,3501.0,0.2,3.81
2022-10-16 07:15:40,1350.2,3.57,0.0,3491.0,0.2,3.81
2022-10-16 11:15:40,1346.9,3.54,0.0,3494.0,0.2,3.77
2022-10-16 12:15:40,1346.7,3.54,0.0,3496.0,0.21,3.77
2022-10-16 13:15:40,1346.5,3.53,0.0,3518.0,0.21,3.77
2022-10-16 17:15:40,1347.3,3.54,0.0,3534.0,0.2,3.84
2022-10-16 17:15:40,1347.3,3.54,0.0,3534.0,0.2,3.84
2022-10-16 18:15:40,1345.6,3.52,0.0,3562.0,0.19,3.84
2022-10-16 18:15:40,1345.6,3.52,0.0,3562.0,0.19,3.84
2022-10-16 19:15:40,1348.0,3.55,0.0,3540.0,0.19,3.84
2022-10-16 19:15:40,1348.0,3.55,0.0,3540.0,0.19,3.84
2022-10-16 20:15:40,1347.5,3.54,0.0,3556.0,0.19,3.85
2022-10-16 20:15:40,1347.5,3.54,0.0,3556.0,0.19,3.85
2022-10-16 21:15:40,1343.6,3.50,0.0,3534.0,0.19,3.85
2022-10-16 21:15:40,1343.6,3.50,0.0,3534.0,0.19,3.85
2022-10-16 22:15:40,1343.7,3.50,0.0,3563.0,0.19,3.85
2022-10-16 22:15:40,1343.7,3.50,0.0,3563.0,0.19,3.85
2022-10-17 11:15:40,1351.1,3.58,0.0,3548.0,0.19,3.85
2022-10-17 12:15:40,1354.7,3.62,0.0,3593.0,0.2,3.85
2022-10-17 13:15:40,1353.1,3.60,0.0,3568.0,0.21,3.85
2022-10-18 02:15:40,1362.0,3.69,0.0,3605.0,0.19,3.84
2022-10-18 03:15:40,1361.5,3.69,0.0,3591.0,0.18,3.84
2022-10-18 04:15:40,1361.0,3.68,0.0,3636.0,0.17,3.84
2022-10-18 05:15:40,1360.4,3.68,0.0,3617.0,0.16,3.74
2022-10-18 06:15:40,1360.8,3.68,0.0,3643.0,0.16,3.74
2022-10-18 07:15:40,1361.5,3.69,0.0,3634.0,0.16,3.74
2022-10-18 17:15:40,1353.4,3.60,0.0,3731.0,0.28,3.79
2022-10-18 17:15:40,1353.4,3.60,0.0,3731.0,0.28,3.79
2022-10-18 18:15:40,1352.8,3.60,0.0,3793.0,0.28,3.79
2022-10-18 18:15:40,1352.8,3.60,0.0,3793.0,0.28,3.79
2022-10-18 19:15:40,1355.4,3.62,0.0,3787.0,0.27,3.79
2022-10-18 19:15:40,1355.4,3.62,0.0,3787.0,0.27,3.79
2022-10-18 23:15:40,1357.3,3.64,0.0,3826.0,0.24,3.81
2022-10-18 23:15:40,1357.3,3.64,0.0,3826.0,0.24,3.81
2022-10-19 00:15:40,1349.0,3.56,0.0,3826.0,0.22,3.81
2022-10-19 00:15:40,1349.0,3.56,0.0,3826.0,0.22,3.81
2022-10-19 01:15:40,1352.0,3.59,0.0,3794.0,0.23,3.81
2022-10-19 01:15:40,1352.0,3.59,0.0,3794.0,0.23,3.81
2022-10-19 14:15:40,1345.7,3.53,0.0,3711.0,0.45,3.76
2022-10-19 15:15:40,1344.7,3.51,0.0,3702.0,0.5,3.76
2022-10-19 16:15:40,1345.5,3.52,0.0,3701.0,0.55,3.76
2022-10-19 23:15:40,1345.2,3.52,0.0,3707.0,0.66,3.7
2022-10-20 00:15:40,1346.1,3.53,0.0,3664.0,0.66,3.7
2022-10-20 01:15:40,1345.5,3.52,0.0,3671.0,0.65,3.7
2022-10-21 05:15:40,1339.4,3.46,0.0,3733.0,1.33,3.59
2022-10-21 06:15:40,1340.0,3.47,0.0,3796.0,1.32,3.59
2022-10-21 07:15:40,1340.3,3.47,0.0,3740.0,1.27,3.59
2022-10-21 11:15:40,1342.5,3.49,0.0,3865.0,0.92,3.64
2022-10-21 12:15:40,1344.1,3.51,0.0,3868.0,0.89,3.64
2022-10-21 13:15:40,1343.3,3.50,0.0,3866.0,0.88,3.64
2022-10-22 08:15:40,1354.5,3.61,0.0,4330.0,0.78,3.54
2022-10-22 09:15:40,1351.8,3.59,0.0,4695.0,0.8,3.54
2022-10-22 10:15:40,1351.0,3.58,0.0,4498.0,0.83,3.54
2022-10-22 20:15:40,1349.8,3.57,0.0,4857.0,1.3,3.49
2022-10-22 21:15:40,1350.6,3.58,0.0,4545.0,1.3,3.49
2022-10-22 22:15:40,1350.0,3.57,0.0,4572.0,1.29,3.49
2022-10-23 02:15:40,1350.3,3.57,0.0,4560.0,1.2,3.46
2022-10-23 03:15:40,1351.0,3.58,0.0,4499.0,1.16,3.46
2022-10-23 04:15:40,1350.4,3.57,0.0,4552.0,1.13,3.46
2022-10-23 08:15:40,1353.0,3.60,0.0,4543.0,1.07,3.44
2022-10-23 09:15:40,1352.7,3.60,0.0,4580.0,1.05,3.44
2022-10-23 10:15:40,1352.5,3.59,0.0,4569.0,1.03,3.44
2022-10-24 05:15:40,1347.4,3.54,0.0,4839.0,0.6,3.38
2022-10-24 06:15:40,1349.2,3.56,0.0,4879.0,0.5,3.38
2022-10-24 07:15:40,1346.5,3.53,0.0,4764.0,0.38,3.38
2022-10-24 08:15:40,1346.6,3.53,0.0,4851.0,0.25,3.24
2022-10-24 09:15:40,1347.7,3.55,0.0,4804.0,0.15,3.24
2022-10-24 10:15:40,1346.3,3.53,0.0,4833.0,0.1,3.24
2022-10-24 11:15:40,1347.7,3.55,0.0,4678.0,0.11,3.41
2022-10-24 12:15:40,1349.2,3.56,0.0,4708.0,0.14,3.41
2022-10-24 13:15:40,1349.1,3.56,0.0,4855.0,0.2,3.41
2022-10-24 14:15:40,1354.4,3.61,0.0,4920.0,0.25,3.52
2022-10-24 15:15:40,1348.4,3.55,0.0,4808.0,0.28,3.52
2022-10-24 16:15:40,1349.8,3.57,0.0,4803.0,0.28,3.52
2022-10-24 20:15:40,1347.7,3.55,0.0,4852.0,0.11,3.42
2022-10-24 21:15:40,1347.9,3.55,0.0,4887.0,0.1,3.42
2022-10-24 22:15:40,1348.0,3.55,0.0,4810.0,0.1,3.42
2022-10-24 23:15:40,1348.2,3.55,0.0,4911.0,0.1,3.47
2022-10-25 00:15:40,1349.5,3.56,0.0,4938.0,0.11,3.47
2022-10-25 01:15:40,1346.7,3.54,0.0,4964.0,0.11,3.47
2022-10-25 14:15:40,1322.1,3.28,10.0,5005.0,0.11,3.44
2022-10-25 15:15:40,1318.9,3.25,8.0,5309.0,0.11,3.44
2022-10-25 16:15:40,1317.2,3.23,2.0,4746.0,0.11,3.44
2022-10-25 17:15:40,1316.5,3.23,0.0,4973.0,0.11,3.48
2022-10-25 18:15:40,1317.6,3.24,0.0,4925.0,0.11,3.48
2022-10-25 19:15:40,1316.7,3.23,0.0,4635.0,0.11,3.48
2022-10-25 23:15:40,1319.3,3.26,0.0,5578.0,0.11,3.39
2022-10-26 00:15:40,1316.6,3.23,0.0,5348.0,0.11,3.39
2022-10-26 01:15:40,1314.0,3.20,0.0,5642.0,0.1,3.39
2022-10-26 08:15:40,1311.0,3.17,0.0,5578.0,0.1,3.4
2022-10-26 09:15:40,1310.4,3.17,0.0,5752.0,0.1,3.4
2022-10-26 10:15:40,1309.4,3.16,9.0,5664.0,0.1,3.4
2022-10-26 17:15:40,1311.2,3.17,3.0,5317.0,0.1,3.39
2022-10-26 18:15:40,1311.6,3.18,0.0,5516.0,0.1,3.39
2022-10-26 19:15:40,1312.8,3.19,0.0,5671.0,0.1,3.39
2022-10-26 20:15:40,1312.8,3.19,0.0,5409.0,0.1,3.32
2022-10-26 21:15:40,1312.3,3.18,0.0,5420.0,0.1,3.32
2022-10-26 22:15:40,1312.5,3.19,0.0,5350.0,0.1,3.32
2022-10-26 23:15:40,1312.7,3.19,0.0,5769.0,0.1,3.28
2022-10-27 00:15:40,1314.4,3.21,0.0,5893.0,0.1,3.28
2022-10-27 01:15:40,1316.0,3.22,0.0,6056.0,0.1,3.28
2022-10-27 02:15:40,1317.0,3.23,0.0,6473.0,0.09,3.11
2022-10-27 03:15:40,1318.2,3.24,0.0,6090.0,0.1,3.11
2022-10-27 04:15:40,1315.2,3.21,0.0,5342.0,0.1,3.11
2022-10-27 05:15:40,1315.7,3.22,0.0,5925.0,0.1,2.77
2022-10-27 06:15:40,1315.9,3.22,0.0,5705.0,0.09,2.77
2022-10-27 07:15:40,1323.0,3.29,0.0,5679.0,0.09,2.77
2023-02-03 09:04:36,1396.4,4.04,0.0,14772.0,0.0,0.0
2023-02-03 09:04:37,1396.1,4.04,0.0,14826.0,0.0,0.0
2023-02-03 09:04:38,1395.9,4.04,0.0,14779.0,0.0,0.0
2023-02-03 09:05:38,1395.8,4.04,0.0,14819.0,0.0,0.0
2023-02-03 09:05:40,1397.0,4.05,0.0,14767.0,0.01,0.0
2023-02-03 09:05:42,1397.8,4.06,0.0,14761.0,0.01,0.0
2023-02-03 09:05:48,1396.3,4.04,0.0,14751.0,0.0,0.0
2023-02-03 09:05:49,1396.4,4.04,0.0,14809.0,0.0,0.0
2023-02-03 09:05:50,1396.4,4.04,0.0,14781.0,0.0,0.0
2023-02-03 09:05:55,1395.6,4.03,0.0,14751.0,0.0,0.0
2023-02-03 09:05:56,1395.6,4.03,0.0,14841.0,0.0,0.0
2023-02-03 09:05:57,1395.7,4.04,0.0,14782.0,0.0,0.0
2023-02-03 09:06:03,1395.5,4.03,0.0,14732.0,0.0,0.0
2023-02-03 09:06:04,1395.5,4.03,0.0,14756.0,0.0,0.0
2023-02-03 09:06:05,1395.4,4.03,0.0,14744.0,0.0,0.0
2023-02-03 18:06:26,1400.0,4.08,0.0,14826.0,0.0,0.0
2023-02-03 19:06:26,1400.5,4.08,0.0,14783.0,0.0,0.0
2023-02-03 20:06:26,1400.2,4.08,0.0,14784.0,0.0,0.0
2023-02-03 21:06:26,1400.1,4.08,0.0,14717.0,0.0,0.0
2023-02-03 22:06:26,1400.3,4.08,0.0,14561.0,0.0,0.0
2023-02-03 23:06:26,1400.1,4.08,0.0,14586.0,0.01,0.0
2023-02-04 09:06:26,1397.9,4.06,0.0,14616.0,0.01,0.0
2023-02-04 10:06:26,1397.6,4.05,0.0,14595.0,0.01,0.0
2023-02-04 11:06:26,1397.1,4.05,0.0,14585.0,0.0,0.0
2023-02-04 21:06:26,1392.8,4.01,0.0,14984.0,0.0,0.0
2023-02-04 22:06:26,1392.3,4.00,0.0,15079.0,0.01,0.0
2023-02-04 23:06:26,1392.1,4.00,0.0,15242.0,0.01,0.0
2023-02-05 00:06:26,1392.0,4.00,0.0,15079.0,0.01,0.0
2023-02-05 01:06:26,1391.6,3.99,0.0,15082.0,0.01,0.0
2023-02-05 02:06:26,1391.4,3.99,0.0,15211.0,0.0,0.0
2023-02-05 03:06:26,1390.7,3.98,0.0,15212.0,0.01,0.0
2023-02-05 04:06:26,1390.3,3.98,0.0,15271.0,0.01,0.0
2023-02-05 05:06:26,1389.9,3.98,0.0,15392.0,0.01,0.0
2023-02-05 06:06:26,1389.5,3.97,0.0,15419.0,0.01,0.0
2023-02-05 07:06:26,1388.8,3.96,0.0,15509.0,0.01,0.0
2023-02-05 08:06:26,1388.4,3.96,0.0,15555.0,0.01,0.0
2023-02-05 15:06:26,1383.6,3.91,0.0,15549.0,0.01,0.0
2023-02-05 16:06:26,1383.1,3.91,0.0,15546.0,0.01,0.0
2023-02-05 17:06:26,1382.3,3.90,0.0,15386.0,0.01,0.0
2023-02-05 18:06:26,1381.2,3.89,0.0,15323.0,0.01,0.0
2023-02-05 19:06:26,1380.4,3.88,0.0,15403.0,0.01,0.0
2023-02-05 20:06:26,1379.6,3.87,0.0,15390.0,0.01,0.0
2023-02-06 00:06:26,1375.6,3.83,0.0,15494.0,0.01,0.0
2023-02-06 01:06:26,1374.9,3.82,0.0,15528.0,0.01,0.0
2023-02-06 02:06:26,1374.4,3.82,0.0,15594.0,0.01,0.0
2023-02-06 03:06:26,1374.5,3.82,0.0,15525.0,0.01,0.0
2023-02-06 04:06:26,1374.2,3.82,0.0,15496.0,0.01,0.0
2023-02-06 05:06:26,1374.0,3.81,0.0,15498.0,0.01,0.0
2023-02-06 06:06:26,1374.0,3.81,0.0,15674.0,0.01,0.0
2023-02-06 07:06:26,1374.1,3.81,0.0,15639.0,0.01,0.0
2023-02-06 08:06:26,1374.2,3.82,0.0,15677.0,0.01,0.0
2023-02-06 12:06:26,1374.1,3.81,0.0,15907.0,0.0,0.0
2023-02-06 13:06:26,1374.1,3.81,0.0,15918.0,0.01,0.0
2023-02-06 14:06:26,1374.4,3.82,0.0,16014.0,0.01,0.0
2023-02-06 15:06:26,1375.1,3.82,0.0,16150.0,0.01,0.0
2023-02-06 16:06:26,1375.8,3.83,0.0,16203.0,0.01,0.0
2023-02-06 17:06:26,1377.1,3.85,0.0,16297.0,0.01,0.0
2023-02-06 21:06:26,1381.9,3.89,0.0,16128.0,0.01,0.0
2023-02-06 22:06:26,1383.2,3.91,0.0,16230.0,0.01,0.0
2023-02-06 23:06:26,1384.4,3.92,0.0,16251.0,0.01,0.0
2023-02-07 03:06:26,1388.5,3.96,0.0,16558.0,0.0,0.0
2023-02-07 04:06:26,1389.4,3.97,0.0,16468.0,0.01,0.0
2023-02-07 05:06:26,1390.3,3.98,0.0,16396.0,0.01,0.0
2023-02-07 09:06:26,1392.9,4.01,0.0,15317.0,0.01,0.0
2023-02-07 10:06:26,1393.5,4.01,0.0,15242.0,0.01,0.0
2023-02-07 11:06:26,1394.1,4.02,0.0,14981.0,0.01,0.0
2023-02-07 18:06:26,1396.6,4.04,0.0,13015.0,0.01,0.0
2023-02-07 19:06:26,1397.0,4.05,0.0,12918.0,0.0,0.0
2023-02-07 20:06:26,1397.7,4.06,0.0,12929.0,0.01,0.0
2023-02-07 21:06:26,1398.0,4.06,0.0,12707.0,0.01,0.0
2023-02-07 22:06:26,1399.0,4.07,0.0,12560.0,0.0,0.0
2023-02-07 23:06:26,1399.8,4.08,0.0,12523.0,0.0,0.0
2023-02-08 00:06:26,1400.4,4.08,0.0,12509.0,0.0,0.0
2023-02-08 01:06:26,1401.3,4.09,0.0,12391.0,0.01,0.0
2023-02-08 02:06:26,1401.7,4.10,0.0,12284.0,0.0,0.0
2023-02-08 03:06:26,1402.6,4.11,0.0,12306.0,0.01,0.0
2023-02-08 04:06:26,1403.0,4.11,0.0,12313.0,0.0,0.0
2023-02-08 05:06:26,1403.6,4.12,0.0,12279.0,0.01,0.0
2023-02-08 18:06:26,1407.6,4.16,0.0,11840.0,0.0,0.0
2023-02-08 19:06:26,1407.6,4.16,0.0,11723.0,0.0,0.0
2023-02-08 20:06:26,1407.4,4.15,0.0,11764.0,0.0,0.0
2023-02-08 21:06:26,1407.2,4.15,0.0,11752.0,0.0,0.0
2023-02-08 22:06:26,1406.7,4.15,0.0,11709.0,0.0,0.0
2023-02-08 23:06:26,1406.6,4.15,0.0,11685.0,0.0,0.0
2023-02-09 03:06:26,1405.2,4.13,0.0,11600.0,0.01,0.0
2023-02-09 04:06:26,1404.9,4.13,0.0,11616.0,0.0,0.0
2023-02-09 05:06:26,1404.5,4.12,0.0,11529.0,0.0,0.0
2023-02-09 06:06:26,1404.1,4.12,0.0,11597.0,0.0,0.0
2023-02-09 07:06:26,1403.8,4.12,0.0,11565.0,0.0,0.0
2023-02-09 08:06:26,1403.4,4.11,0.0,11552.0,0.0,0.0
2023-02-09 09:06:26,1403.0,4.11,0.0,11503.0,0.01,0.0
2023-02-09 10:06:26,1402.5,4.10,0.0,11484.0,0.0,0.0
2023-02-09 11:06:26,1402.3,4.10,0.0,11420.0,0.0,0.0
2023-02-09 18:06:26,1399.0,4.07,0.0,11363.0,0.01,0.0
2023-02-09 19:06:26,1398.9,4.07,0.0,11382.0,0.0,0.0
2023-02-09 20:06:26,1398.8,4.07,0.0,11362.0,0.01,0.0
2023-02-09 21:06:26,1398.7,4.07,0.0,11347.0,0.0,0.0
2023-02-09 22:06:26,1399.0,4.07,0.0,11336.0,0.0,0.0
2023-02-09 23:06:26,1398.8,4.07,0.0,11334.0,0.0,0.0
2023-02-10 03:06:26,1398.0,4.06,0.0,11342.0,0.0,0.0
2023-02-10 04:06:26,1397.9,4.06,0.0,11372.0,0.0,0.0
2023-02-10 05:06:26,1397.8,4.06,0.0,11369.0,0.0,0.0
2023-02-10 06:06:26,1397.3,4.05,0.0,11353.0,0.01,0.0
2023-02-10 07:06:26,1396.8,4.05,0.0,11326.0,0.01,0.0
2023-02-10 08:06:26,1396.3,4.04,0.0,11327.0,0.01,0.0
2023-02-10 09:06:26,1395.9,4.04,0.0,11304.0,0.0,0.0
