burstID,unixTime,background,reading,temperature,datetime,corrected
142,1659734792.0,141.0,255.0,10.5,2022-08-05 21:26:32,114.0
143,1659738392.0,41.0,153.0,10.5,2022-08-05 22:26:32,112.0
144,1659741992.0,10.0,124.0,10.25,2022-08-05 23:26:32,114.0
145,1659745592.0,3.0,106.0,10.25,2022-08-06 00:26:32,103.0
146,1659749192.0,3.0,106.0,10.0,2022-08-06 01:26:32,103.0
147,1659752792.0,3.0,103.0,10.0,2022-08-06 02:26:32,100.0
148,1659756392.0,3.0,100.0,9.75,2022-08-06 03:26:32,97.0
149,1659759992.0,3.0,103.0,9.75,2022-08-06 04:26:32,100.0
150,1659763592.0,33.0,142.0,9.5,2022-08-06 05:26:32,109.0
151,1659767192.0,75.0,188.0,9.5,2022-08-06 06:26:32,113.0
152,1659770792.0,83.0,195.0,9.25,2022-08-06 07:26:32,112.0
153,1659774392.0,303.0,427.0,9.0,2022-08-06 08:26:32,124.0
154,1659777992.0,222.5,351.0,8.75,2022-08-06 09:26:32,128.5
155,1659781592.0,257.0,389.0,8.5,2022-08-06 10:26:32,132.0
156,1659785192.0,211.0,361.0,8.5,2022-08-06 11:26:32,150.0
157,1659788792.0,158.0,317.0,8.25,2022-08-06 12:26:32,159.0
158,1659792392.0,177.0,366.0,8.0,2022-08-06 13:26:32,189.0
159,1659795992.0,181.0,396.0,8.0,2022-08-06 14:26:32,215.0
160,1659799592.0,76.0,334.0,8.0,2022-08-06 15:26:32,258.0
161,1659803192.0,12.0,352.0,8.0,2022-08-06 16:26:32,340.0
162,1659806792.0,3.0,521.0,7.75,2022-08-06 17:26:32,518.0
163,1659810392.0,3.0,922.0,7.75,2022-08-06 18:26:32,919.0
164,1659813992.0,3.0,1557.0,7.5,2022-08-06 19:26:32,1554.0
165,1659817592.0,3.0,2347.0,7.5,2022-08-06 20:26:32,2344.0
166,1659821192.0,3.0,3036.0,7.25,2022-08-06 21:26:32,3033.0
167,1659824792.0,3.0,3377.0,7.0,2022-08-06 22:26:32,3374.0
168,1659828392.0,3.0,3499.0,7.0,2022-08-06 23:26:32,3496.0
169,1659831992.0,3.0,3404.0,7.0,2022-08-07 00:26:32,3401.0
170,1659835592.0,3.0,3121.0,7.0,2022-08-07 01:26:32,3118.0
171,1659839192.0,3.0,2839.0,7.0,2022-08-07 02:26:32,2836.0
172,1659842792.0,3.0,2515.0,6.75,2022-08-07 03:26:32,2512.0
173,1659846392.0,3.0,2246.0,6.75,2022-08-07 04:26:32,2243.0
174,1659849992.0,3.0,2006.0,6.5,2022-08-07 05:26:32,2003.0
175,1659853592.0,3.0,1801.0,6.25,2022-08-07 06:26:32,1798.0
176,1659857192.0,3.0,1645.0,6.25,2022-08-07 07:26:32,1642.0
177,1659860792.0,3.0,1474.0,6.0,2022-08-07 08:26:32,1471.0
178,1659864392.0,3.0,1397.0,6.0,2022-08-07 09:26:32,1394.0
179,1659867992.0,3.0,1329.0,6.0,2022-08-07 10:26:32,1326.0
180,1659871592.0,3.0,1239.0,6.0,2022-08-07 11:26:32,1236.0
181,1659875192.0,3.0,1230.0,6.25,2022-08-07 12:26:32,1227.0
182,1659878792.0,3.0,1190.0,6.25,2022-08-07 13:26:32,1187.0
183,1659882392.0,3.0,1122.0,6.5,2022-08-07 14:26:32,1119.0
184,1659885992.0,3.0,1107.0,7.0,2022-08-07 15:26:32,1104.0
185,1659889592.0,3.0,1105.0,7.25,2022-08-07 16:26:32,1102.0
186,1659893192.0,3.0,1068.0,7.5,2022-08-07 17:26:32,1065.0
187,1659896792.0,3.0,1035.0,8.0,2022-08-07 18:26:32,1032.0
188,1659900392.0,3.0,981.0,8.0,2022-08-07 19:26:32,978.0
189,1659903992.0,3.0,931.0,8.0,2022-08-07 20:26:32,928.0
190,1659907592.0,3.0,919.0,8.25,2022-08-07 21:26:32,916.0
191,1659911192.0,3.0,875.0,8.25,2022-08-07 22:26:32,872.0
192,1659914792.0,3.0,850.0,8.25,2022-08-07 23:26:32,847.0
193,1659918392.0,3.0,849.0,8.25,2022-08-08 00:26:32,846.0
194,1659921992.0,3.0,781.5,8.0,2022-08-08 01:26:32,778.5
195,1659925592.0,3.0,761.0,8.0,2022-08-08 02:26:32,758.0
196,1659929192.0,3.0,759.0,7.75,2022-08-08 03:26:32,756.0
197,1659932792.0,3.0,712.0,7.75,2022-08-08 04:26:32,709.0
198,1659936392.0,3.0,699.0,7.75,2022-08-08 05:26:32,696.0
199,1659939992.0,3.0,670.0,7.5,2022-08-08 06:26:32,667.0
200,1659943592.0,3.0,649.0,7.25,2022-08-08 07:26:32,646.0
201,1659947192.0,3.0,653.0,7.25,2022-08-08 08:26:32,650.0
202,1659950792.0,3.0,626.0,7.25,2022-08-08 09:26:32,623.0
203,1659954392.0,3.0,618.0,7.25,2022-08-08 10:26:32,615.0
204,1659957992.0,3.0,595.0,7.25,2022-08-08 11:26:32,592.0
205,1659961592.0,3.0,590.0,7.5,2022-08-08 12:26:32,587.0
206,1659965192.0,3.0,582.0,8.25,2022-08-08 13:26:32,579.0
207,1659968792.0,3.0,558.0,8.25,2022-08-08 14:26:32,555.0
208,1659972392.0,3.0,550.0,8.25,2022-08-08 15:26:32,547.0
209,1659975992.0,3.0,543.0,8.25,2022-08-08 16:26:32,540.0
210,1659979592.0,3.0,528.0,8.0,2022-08-08 17:26:32,525.0
211,1659983192.0,3.0,525.0,8.25,2022-08-08 18:26:32,522.0
212,1659986792.0,3.0,514.0,8.5,2022-08-08 19:26:32,511.0
213,1659990392.0,3.0,501.0,8.5,2022-08-08 20:26:32,498.0
214,1659993992.0,3.0,496.0,8.5,2022-08-08 21:26:32,493.0
215,1659997592.0,3.0,475.0,8.5,2022-08-08 22:26:32,472.0
216,1660001192.0,3.0,467.0,8.5,2022-08-08 23:26:32,464.0
217,1660004792.0,3.0,455.0,8.5,2022-08-09 00:26:32,452.0
218,1660008392.0,3.0,457.0,8.5,2022-08-09 01:26:32,454.0
219,1660011992.0,3.0,448.0,8.25,2022-08-09 02:26:32,445.0
220,1660015592.0,3.0,433.0,8.25,2022-08-09 03:26:32,430.0
221,1660019192.0,3.0,456.0,8.0,2022-08-09 04:26:32,453.0
222,1660022792.0,3.0,420.0,8.0,2022-08-09 05:26:32,417.0
223,1660026392.0,3.0,404.0,7.5,2022-08-09 06:26:32,401.0
224,1660029992.0,3.0,412.0,7.25,2022-08-09 07:26:32,409.0
225,1660033592.0,16.0,409.0,7.25,2022-08-09 08:26:32,393.0
226,1660037192.0,14.0,400.0,7.25,2022-08-09 09:26:32,386.0
227,1660040792.0,22.0,399.0,7.25,2022-08-09 10:26:32,377.0
228,1660044392.0,13.0,388.0,7.0,2022-08-09 11:26:32,375.0
229,1660047992.0,17.0,399.0,7.0,2022-08-09 12:26:32,382.0
230,1660051592.0,10.0,374.0,7.0,2022-08-09 13:26:32,364.0
231,1660055192.0,19.0,378.0,6.75,2022-08-09 14:26:32,359.0
232,1660058792.0,33.0,387.0,6.75,2022-08-09 15:26:32,354.0
233,1660062392.0,53.0,403.0,7.0,2022-08-09 16:26:32,350.0
234,1660065992.0,29.0,376.0,6.75,2022-08-09 17:26:32,347.0
235,1660069592.0,18.0,362.0,6.75,2022-08-09 18:26:32,344.0
236,1660073192.0,8.0,334.0,6.75,2022-08-09 19:26:32,326.0
237,1660076792.0,3.0,328.0,6.5,2022-08-09 20:26:32,325.0
238,1660080392.0,3.0,324.0,6.5,2022-08-09 21:26:32,321.0
239,1660083992.0,3.0,308.0,6.5,2022-08-09 22:26:32,305.0
240,1660087592.0,3.0,303.0,6.25,2022-08-09 23:26:32,300.0
241,1660091192.0,3.0,301.5,6.25,2022-08-10 00:26:32,298.5
242,1660094792.0,3.0,299.0,6.0,2022-08-10 01:26:32,296.0
243,1660098392.0,3.0,289.0,6.0,2022-08-10 02:26:32,286.0
244,1660101992.0,3.0,289.0,6.0,2022-08-10 03:26:32,286.0
245,1660105592.0,3.0,289.0,6.0,2022-08-10 04:26:32,286.0
246,1660109192.0,3.0,284.0,6.0,2022-08-10 05:26:32,281.0
247,1660112792.0,3.0,284.0,5.75,2022-08-10 06:26:32,281.0
248,1660116392.0,3.0,277.0,5.75,2022-08-10 07:26:32,274.0
249,1660119992.0,21.0,296.0,5.75,2022-08-10 08:26:32,275.0
250,1660123592.0,26.0,295.0,5.75,2022-08-10 09:26:32,269.0
251,1660127192.0,73.0,337.0,5.75,2022-08-10 10:26:32,264.0
252,1660130792.0,101.0,357.0,6.0,2022-08-10 11:26:32,256.0
253,1660134392.0,205.0,460.0,6.25,2022-08-10 12:26:32,255.0
254,1660137992.0,248.0,501.0,6.75,2022-08-10 13:26:32,253.0
255,1660141592.0,218.0,476.0,7.0,2022-08-10 14:26:32,258.0
256,1660145192.0,326.0,567.0,7.75,2022-08-10 15:26:32,241.0
257,1660148792.0,373.0,607.0,8.25,2022-08-10 16:26:32,234.0
258,1660152392.0,177.0,422.0,8.5,2022-08-10 17:26:32,245.0
259,1660155992.0,203.0,427.5,8.75,2022-08-10 18:26:32,224.5
260,1660159592.0,116.0,338.0,8.75,2022-08-10 19:26:32,222.0
261,1660163192.0,25.0,244.0,8.75,2022-08-10 20:26:32,219.0
262,1660166792.0,18.0,244.0,8.75,2022-08-10 21:26:32,226.0
263,1660170392.0,13.0,229.0,9.0,2022-08-10 22:26:32,216.0
264,1660173992.0,3.0,211.0,9.0,2022-08-10 23:26:32,208.0
265,1660177592.0,3.0,210.0,8.75,2022-08-11 00:26:32,207.0
266,1660181192.0,3.0,207.0,8.75,2022-08-11 01:26:32,204.0
267,1660184792.0,3.0,191.0,8.75,2022-08-11 02:26:32,188.0
268,1660188392.0,3.0,205.0,8.75,2022-08-11 03:26:32,202.0
269,1660191992.0,3.0,190.0,8.75,2022-08-11 04:26:32,187.0
270,1660195592.0,3.0,197.0,8.5,2022-08-11 05:26:32,194.0
271,1660199192.0,5.0,198.0,8.25,2022-08-11 06:26:32,193.0
272,1660202792.0,38.0,231.0,8.25,2022-08-11 07:26:32,193.0
273,1660206392.0,93.0,279.0,8.25,2022-08-11 08:26:32,186.0
274,1660209992.0,118.0,333.0,8.25,2022-08-11 09:26:32,215.0
275,1660213592.0,274.0,456.0,8.25,2022-08-11 10:26:32,182.0
276,1660217192.0,435.0,618.0,8.25,2022-08-11 11:26:32,183.0
277,1660220792.0,545.0,723.0,8.75,2022-08-11 12:26:32,178.0
278,1660224392.0,286.0,593.0,9.0,2022-08-11 13:26:32,307.0
279,1660227992.0,528.0,710.0,9.5,2022-08-11 14:26:32,182.0
280,1660231592.0,428.0,634.0,9.75,2022-08-11 15:26:32,206.0
281,1660235192.0,606.0,748.0,10.0,2022-08-11 16:26:32,142.0
282,1660238792.0,196.0,359.0,10.25,2022-08-11 17:26:32,163.0
283,1660242392.0,198.0,368.0,10.5,2022-08-11 18:26:32,170.0
284,1660245992.0,129.0,309.0,10.5,2022-08-11 19:26:32,180.0
285,1660249592.0,243.0,403.0,10.5,2022-08-11 20:26:32,160.0
286,1660253192.0,134.0,296.0,10.5,2022-08-11 21:26:32,162.0
287,1660256792.0,17.0,185.0,10.5,2022-08-11 22:26:32,168.0
288,1660260392.0,3.0,162.0,10.25,2022-08-11 23:26:32,159.0
289,1660263992.0,3.0,144.0,9.75,2022-08-12 00:26:32,141.0
290,1660267592.0,3.0,146.0,9.5,2022-08-12 01:26:32,143.0
291,1660271192.0,3.0,147.0,9.25,2022-08-12 02:26:32,144.0
292,1660274792.0,3.0,151.0,9.0,2022-08-12 03:26:32,148.0
293,1660278392.0,3.0,151.0,8.75,2022-08-12 04:26:32,148.0
294,1660281992.0,19.0,213.0,8.5,2022-08-12 05:26:32,194.0
295,1660285592.0,79.0,224.0,8.25,2022-08-12 06:26:32,145.0
296,1660289192.0,184.5,333.0,8.25,2022-08-12 07:26:32,148.5
297,1660292792.0,307.0,415.0,8.25,2022-08-12 08:26:32,108.0
298,1660296392.0,446.0,581.0,8.25,2022-08-12 09:26:32,135.0
299,1660299992.0,549.0,689.0,8.5,2022-08-12 10:26:32,140.0
300,1660303592.0,114.0,254.0,8.75,2022-08-12 11:26:32,140.0
301,1660307192.0,626.0,799.0,9.0,2022-08-12 12:26:32,173.0
302,1660310792.0,681.0,812.0,9.5,2022-08-12 13:26:32,131.0
303,1660314392.0,673.0,801.0,10.0,2022-08-12 14:26:32,128.0
304,1660317992.0,623.5,786.0,10.25,2022-08-12 15:26:32,162.5
305,1660321592.0,635.0,770.0,10.75,2022-08-12 16:26:32,135.0
306,1660325192.0,1201.0,1336.0,11.0,2022-08-12 17:26:32,135.0
307,1660328792.0,527.0,708.0,11.25,2022-08-12 18:26:32,181.0
308,1660332392.0,365.0,495.0,11.5,2022-08-12 19:26:32,130.0
309,1660335992.0,166.0,305.0,11.5,2022-08-12 20:26:32,139.0
310,1660339592.0,95.0,236.5,11.5,2022-08-12 21:26:32,141.5
311,1660343192.0,61.0,206.0,11.5,2022-08-12 22:26:32,145.0
312,1660346792.0,3.0,136.0,11.25,2022-08-12 23:26:32,133.0
313,1660350392.0,3.0,130.0,11.25,2022-08-13 00:26:32,127.0
314,1660353992.0,3.0,127.0,11.0,2022-08-13 01:26:32,124.0
315,1660357592.0,3.0,133.0,10.75,2022-08-13 02:26:32,130.0
316,1660361192.0,3.0,131.0,10.75,2022-08-13 03:26:32,128.0
317,1660364792.0,3.0,132.0,10.5,2022-08-13 04:26:32,129.0
318,1660368392.0,12.0,150.0,10.25,2022-08-13 05:26:32,138.0
319,1660371992.0,55.0,198.0,10.25,2022-08-13 06:26:32,143.0
320,1660375592.0,65.0,198.0,10.0,2022-08-13 07:26:32,133.0
321,1660379192.0,139.0,273.0,9.75,2022-08-13 08:26:32,134.0
322,1660382792.0,79.0,215.0,9.75,2022-08-13 09:26:32,136.0
323,1660386392.0,192.0,329.0,9.5,2022-08-13 10:26:32,137.0
324,1660389992.0,215.0,355.0,9.25,2022-08-13 11:26:32,140.0
325,1660393592.0,223.0,361.0,9.25,2022-08-13 12:26:32,138.0
326,1660397192.0,307.0,438.0,9.0,2022-08-13 13:26:32,131.0
327,1660400792.0,393.0,531.0,9.0,2022-08-13 14:26:32,138.0
328,1660404392.0,460.0,595.0,8.75,2022-08-13 15:26:32,135.0
329,1660407992.0,222.0,361.0,8.75,2022-08-13 16:26:32,139.0
330,1660411592.0,168.0,301.0,8.5,2022-08-13 17:26:32,133.0
331,1660415192.0,138.0,274.0,8.25,2022-08-13 18:26:32,136.0
332,1660418792.0,106.0,240.0,8.0,2022-08-13 19:26:32,134.0
333,1660422392.0,71.0,210.0,8.0,2022-08-13 20:26:32,139.0
334,1660425992.0,30.0,168.0,7.75,2022-08-13 21:26:32,138.0
335,1660429592.0,3.0,145.0,7.5,2022-08-13 22:26:32,142.0
336,1660433192.0,3.0,126.0,7.25,2022-08-13 23:26:32,123.0
337,1660436792.0,3.0,126.0,7.25,2022-08-14 00:26:32,123.0
338,1660440392.0,3.0,136.0,7.0,2022-08-14 01:26:32,133.0
339,1660443992.0,3.0,130.0,6.75,2022-08-14 02:26:32,127.0
340,1660447592.0,3.0,123.0,6.5,2022-08-14 03:26:32,120.0
341,1660451192.0,3.0,128.0,6.5,2022-08-14 04:26:32,125.0
342,1660454792.0,3.0,136.0,6.25,2022-08-14 05:26:32,133.0
343,1660458392.0,45.0,176.0,6.0,2022-08-14 06:26:32,131.0
344,1660461992.0,132.0,258.0,5.75,2022-08-14 07:26:32,126.0
345,1660465592.0,182.5,321.0,5.75,2022-08-14 08:26:32,138.5
346,1660469192.0,133.0,271.0,5.75,2022-08-14 09:26:32,138.0
347,1660472792.0,442.0,591.0,5.75,2022-08-14 10:26:32,149.0
348,1660476392.0,789.5,914.0,5.5,2022-08-14 11:26:32,124.5
349,1660479992.0,764.0,903.0,5.75,2022-08-14 12:26:32,139.0
350,1660483592.0,746.0,879.0,6.0,2022-08-14 13:26:32,133.0
351,1660487192.0,568.0,721.0,6.0,2022-08-14 14:26:32,153.0
352,1660490792.0,757.0,892.0,6.25,2022-08-14 15:26:32,135.0
353,1660494392.0,424.0,553.0,6.25,2022-08-14 16:26:32,129.0
354,1660497992.0,467.0,597.0,6.25,2022-08-14 17:26:32,130.0
355,1660501592.0,261.5,406.0,6.5,2022-08-14 18:26:32,144.5
356,1660505192.0,351.0,485.0,6.5,2022-08-14 19:26:32,134.0
357,1660508792.0,180.0,335.0,6.5,2022-08-14 20:26:32,155.0
358,1660512392.0,39.0,173.0,6.25,2022-08-14 21:26:32,134.0
359,1660515992.0,19.0,153.0,6.25,2022-08-14 22:26:32,134.0
360,1660519592.0,3.0,135.0,6.0,2022-08-14 23:26:32,132.0
361,1660523192.0,3.0,131.0,6.0,2022-08-15 00:26:32,128.0
362,1660526792.0,3.0,131.0,6.0,2022-08-15 01:26:32,128.0
363,1660530392.0,3.0,128.0,5.75,2022-08-15 02:26:32,125.0
364,1660533992.0,3.0,135.0,5.75,2022-08-15 03:26:32,132.0
365,1660537592.0,3.0,138.0,5.75,2022-08-15 04:26:32,135.0
