946684800,46,620,0,14.25
946684800,52,479,0,
946684800,58,527,0,
946684800,63,435,0,
946684800,68,456,0,
946684800,74,538,0,
946684800,79,447,0,
946684800,84,400,0,
946684800,89,610,0,
946684800,94,463,0,
946684800,100,316,0,
946684800,105,639,0,
946684800,110,477,0,
946684800,116,294,0,
946684800,121,605,0,
946684800,127,478,0,
946684800,132,329,0,
946684800,137,568,0,
946684800,142,485,0,
946684800,147,362,0,
946684800,153,503,0,
946684800,159,500,0,
946684800,164,390,0,
946684801,169,443,0,
946684801,175,498,0,
946684801,180,375,0,
946684801,186,446,0,
946684801,191,498,0,
946684801,196,388,0,
946684801,202,417,0,
946684801,207,495,0,
946684801,213,395,0,
946684801,218,393,0,
946684801,223,516,0,
946684801,228,402,0,
946684801,234,329,0,
946684801,240,579,0,
946684801,245,416,0,
946684801,250,244,0,
946684801,255,614,0,
946684801,261,430,0,
946684801,266,193,0,
946684801,271,590,0,
946684801,276,427,0,
946684801,281,232,0,
946684801,288,561,0,
946684801,293,443,0,
946684801,299,210,0,
946684801,304,580,0,
946684801,309,462,0,
946684801,314,271,0,
946684801,320,539,0,
946684801,326,482,0,
946684801,331,324,0,
946684801,336,483,0,
946684801,342,501,0,
946684801,347,367,0,
946684801,352,420,0,
946684801,357,511,0,
946684801,362,385,0,
946684801,369,402,0,
946684801,374,528,0,
946684801,379,405,0,
946684801,384,371,0,
946684801,389,571,0,
946684801,395,420,0,
946684801,400,298,0,
946684801,405,637,0,
946684801,411,446,0,
946684801,417,239,0,
946684801,422,660,0,
946684801,428,447,0,
946684801,433,252,0,
946684801,438,671,0,
946684801,443,471,0,
946684801,449,236,0,
946684801,455,647,0,
946684801,460,493,0,
946684801,465,286,0,
946684801,470,613,0,
946684801,476,521,0,
946684801,481,356,0,
946684801,486,569,0,
946684801,491,560,0,
946684801,497,405,0,
946684801,503,513,0,
946684801,508,584,0,
946684801,513,445,0,
946684801,518,484,0,
946684801,524,587,0,
946684801,529,467,0,
946684801,534,464,0,
946684801,540,624,0,
946684801,546,500,0,
946684801,551,484,0,
946684801,557,628,0,
946684801,562,500,0,
946684801,567,435,0,
946684801,572,704,0,
946684801,577,524,0,
946684801,585,523,1,
946684801,590,666,1,
946684801,596,532,1,
946684801,601,484,1,
946684801,606,711,1,
946684801,611,553,1,
946684801,617,412,1,
946684801,622,803,1,
946684801,628,595,1,
946684801,633,344,1,
946684801,638,856,1,
946684801,644,639,1,
946684801,649,339,1,
946684801,654,834,1,
946684801,659,658,1,
946684801,665,389,1,
946684801,671,784,1,
946684801,677,656,1,
946684801,682,367,1,
946684801,687,794,1,
946684801,692,665,1,
946684801,698,431,1,
946684801,703,746,1,
946684801,708,683,1,
946684801,714,481,1,
946684801,720,657,1,
946684801,725,697,1,
946684801,730,521,1,
946684801,735,571,1,
946684801,741,698,1,
946684801,746,533,1,
946684801,752,533,1,
946684801,757,689,1,
946684801,762,535,1,
946684801,768,487,1,
946684801,773,698,1,
946684801,778,534,1,
946684801,783,401,1,
946684801,789,750,1,
946684801,795,543,1,
946684801,801,405,1,
946684801,806,721,1,
946684801,811,517,1,
946684801,816,300,1,
946684801,822,760,1,
946684801,827,538,1,
946684801,832,258,1,
946684801,838,745,1,
946684801,844,546,1,
946684801,849,265,1,
946684801,854,690,1,
946684801,859,540,1,
946684801,864,312,1,
946684801,870,627,1,
946684801,875,546,1,
946684801,881,352,1,
946684801,886,541,1,
946684801,892,544,1,
946684801,897,381,1,
946684801,902,469,1,
946684801,907,553,1,
946684801,913,396,1,
946684801,918,412,1,
946684801,925,538,1,
946684801,930,387,1,
946684801,935,408,1,
946684801,940,532,1,
946684801,946,389,1,
946684801,951,384,1,
946684801,956,542,1,
946684801,961,403,1,
946684801,968,342,1,
946684801,973,572,1,
946684801,978,414,1,
946684801,983,262,1,
946684801,988,630,1,
946684801,994,431,1,
946684801,999,204,1,
946684801,1004,640,1,
946684801,1010,442,1,
946684801,1016,183,1,
946684801,1021,610,1,
946684801,1026,441,1,
946684801,1032,193,1,
946684801,1037,583,1,
946684801,1042,443,1,
946684801,1048,227,1,
946684801,1054,595,1,
946684801,1060,433,1,
946684801,1065,198,1,
946684801,1070,577,1,
946684801,1076,441,1,
946684801,1081,233,1,
946684801,1086,541,1,
946684801,1092,446,1,
946684801,1098,262,1,
946684801,1103,526,1,
946684801,1108,459,1,
946684801,1114,294,1,
946684801,1119,482,1,
946684801,1126,437,1,
946684801,1131,210,1,
946684801,1137,579,1,
946684801,1143,442,1,
946684801,1148,236,1,
946684801,1153,555,1,
946684801,1159,453,1,
946684801,1164,269,1,
946684802,1170,539,1,
946684802,1175,449,1,
946684802,1182,239,1,
946684802,1187,555,1,
946684802,1192,456,1,
946684802,1198,273,1,
946684802,1203,545,1,
946684802,1208,466,1,
946684802,1213,299,1,
946684802,1219,503,1,
946684802,1225,482,1,
946684802,1230,325,1,
946684802,1236,475,1,
946684802,1241,495,1,
946684802,1246,344,1,
946684802,1252,437,1,
946684802,1257,499,1,
946684802,1262,369,1,
946684802,1268,406,1,
946684802,1274,505,1,
946684802,1279,379,1,
946684802,1284,394,1,
946684802,1290,503,1,
946684802,1296,372,1,
946684802,1301,409,1,
946684802,1307,512,1,
946684802,1313,384,1,
946684802,1318,398,1,
946684802,1323,510,1,
946684802,1328,395,1,
946684802,1334,391,1,
946684802,1339,528,1,
946684802,1344,409,1,
946684802,1351,387,1,
946684802,1356,544,1,
946684802,1361,429,1,
946684802,1367,373,1,
946684802,1372,590,1,
946684802,1377,444,1,
946684802,1382,338,1,
946684802,1388,634,1,
946684802,1394,466,1,
946684802,1399,294,1,
946684802,1405,672,1,
946684802,1410,489,1,
946684802,1416,355,1,
946684802,1421,655,1,
946684802,1427,489,1,
946684802,1432,323,1,
946684802,1438,700,1,
946684802,1443,515,1,
946684802,1449,327,1,
946684802,1454,717,1,
946684802,1459,544,1,
946684802,1465,325,1,
946684802,1470,717,1,
946684802,1475,569,1,
946684802,1482,356,1,
946684802,1487,723,1,
946684802,1492,594,1,
946684802,1497,404,1,
946684802,1503,717,1,
946684802,1508,628,1,
946684802,1513,461,1,
946684802,1520,738,1,
946684802,1525,672,1,
946684802,1530,530,1,
946684802,1536,737,1,
946684802,1542,712,1,
946684802,1547,555,1,
946684802,1552,834,1,
946684802,1557,781,1,
946684802,1564,650,1,
946684802,1569,870,1,
946684802,1574,873,1,
946684802,1580,756,1,
946684802,1585,933,1,
946684802,1590,991,1,
946684802,1596,897,1,
946684802,1601,1024,1,
946684802,1607,1138,1,
946684802,1613,1072,1,
946684802,1618,1185,1,
946684802,1623,1336,1,
946684802,1629,1288,1,
946684802,1634,1407,1,
946684802,1639,1580,1,
946684802,1645,1547,1,
946684802,1651,1676,1,
946684802,1657,1873,1,
946684802,1663,1835,1,
946684802,1668,2044,1,
946684802,1675,2184,1,
946684802,1680,2098,1,
946684802,1686,2500,1,
946684802,1692,2499,1,
946684802,1697,2425,1,
946684802,1703,2790,1,
946684802,1708,2797,1,
946684802,1714,2723,1,
946684802,1719,3069,1,
