burstID,unixTime,background,reading,temperature,datetime,corrected
56,1659425010.0,142.0,499.0,6.0,2022-08-02 07:23:30.000,357.0
57,1659428610.0,286.0,636.0,6.25,2022-08-02 08:23:30.000,350.0
58,1659432210.0,406.0,762.0,6.25,2022-08-02 09:23:30.000,356.0
59,1659435810.0,708.0,1044.0,6.25,2022-08-02 10:23:30.000,336.0
60,1659439410.0,688.0,1033.0,6.5,2022-08-02 11:23:30.000,345.0
61,1659443010.0,774.0,1118.0,7.0,2022-08-02 12:23:30.000,344.0
62,1659446610.0,1000.0,1325.5,7.0,2022-08-02 13:23:30.000,325.5
63,1659450210.0,1879.0,2185.0,7.5,2022-08-02 14:23:30.000,306.0
64,1659453810.0,1235.5,1533.0,8.25,2022-08-02 15:23:30.000,297.5
65,1659457410.0,1033.0,1314.0,8.5,2022-08-02 16:23:30.000,281.0
66,1659461010.0,803.5,1103.0,9.0,2022-08-02 17:23:30.000,299.5
67,1659464610.0,592.0,990.0,9.75,2022-08-02 18:23:30.000,398.0
68,1659468210.0,417.0,786.0,10.0,2022-08-02 19:23:30.000,369.0
69,1659471810.0,260.0,622.0,10.25,2022-08-02 20:23:30.000,362.0
70,1659475410.0,153.0,511.0,10.25,2022-08-02 21:23:30.000,358.0
71,1659479010.0,79.0,442.0,10.5,2022-08-02 22:23:30.000,363.0
72,1659482610.0,32.0,409.0,10.5,2022-08-02 23:23:30.000,377.0
73,1659486210.0,18.0,382.0,10.25,2022-08-03 00:23:30.000,364.0
74,1659489811.0,12.0,382.0,10.0,2022-08-03 01:23:31.000,370.0
75,1659493411.0,11.0,369.0,9.75,2022-08-03 02:23:31.000,358.0
76,1659497011.0,15.0,376.0,9.5,2022-08-03 03:23:31.000,361.0
77,1659500611.0,27.0,379.0,9.25,2022-08-03 04:23:31.000,352.0
78,1659504211.0,86.0,431.0,9.0,2022-08-03 05:23:31.000,345.0
79,1659507811.0,226.5,569.0,8.75,2022-08-03 06:23:31.000,342.5
80,1659511411.0,447.0,680.0,8.75,2022-08-03 07:23:31.000,233.0
81,1659515011.0,862.5,1119.0,8.5,2022-08-03 08:23:31.000,256.5
82,1659518611.0,1483.5,1734.0,8.5,2022-08-03 09:23:31.000,250.5
83,1659522211.0,2187.0,2373.5,8.75,2022-08-03 10:23:31.000,
84,1659525811.0,3454.5,3475.0,9.0,2022-08-03 11:23:31.000,
85,1659529411.0,3107.5,3441.0,9.25,2022-08-03 12:23:31.000,
86,1659533011.0,3649.0,3758.5,9.5,2022-08-03 13:23:31.000,
87,1659536611.0,3729.0,3526.0,9.5,2022-08-03 14:23:31.000,
88,1659540211.0,2085.0,1825.5,10.5,2022-08-03 15:23:31.000,
89,1659543811.0,1971.0,2166.0,10.5,2022-08-03 16:23:31.000,195.0
90,1659547411.0,1599.0,1739.0,10.75,2022-08-03 17:23:31.000,140.0
91,1659551011.0,495.0,788.0,11.25,2022-08-03 18:23:31.000,293.0
92,1659554611.0,609.0,800.0,11.25,2022-08-03 19:23:31.000,191.0
93,1659558211.0,361.0,558.0,11.5,2022-08-03 20:23:31.000,197.0
94,1659561811.0,209.0,402.0,11.5,2022-08-03 21:23:31.000,193.0
95,1659565411.0,67.0,338.0,11.25,2022-08-03 22:23:31.000,271.0
96,1659569011.0,25.0,344.0,11.25,2022-08-03 23:23:31.000,319.0
97,1659572611.0,13.0,303.5,11.0,2022-08-04 00:23:31.000,290.5
98,1659576212.0,10.0,290.0,11.0,2022-08-04 01:23:32.000,280.0
99,1659579812.0,11.0,256.0,10.75,2022-08-04 02:23:32.000,245.0
100,1659583412.0,13.0,231.0,10.5,2022-08-04 03:23:32.000,218.0
101,1659587012.0,55.0,259.0,10.25,2022-08-04 04:23:32.000,204.0
102,1659590612.0,147.0,348.0,10.0,2022-08-04 05:23:32.000,201.0
103,1659594212.0,433.0,627.0,10.0,2022-08-04 06:23:32.000,194.0
104,1659597812.0,1063.0,1274.0,9.75,2022-08-04 07:23:32.000,211.0
105,1659601412.0,1713.5,1868.5,9.75,2022-08-04 08:23:32.000,155.0
106,1659605012.0,2855.0,2913.0,9.75,2022-08-04 09:23:32.000,
107,1659608612.0,1061.0,1234.0,10.0,2022-08-04 10:23:32.000,173.0
108,1659612212.0,4899.0,5141.0,10.25,2022-08-04 11:23:32.000,
109,1659615812.0,6424.0,6426.0,10.75,2022-08-04 12:23:32.000,
110,1659619412.0,6746.5,6961.0,10.5,2022-08-04 13:23:32.000,
111,1659623012.0,3448.5,3030.0,10.5,2022-08-04 14:23:32.000,
112,1659626612.0,1859.0,2016.0,10.75,2022-08-04 15:23:32.000,157.0
113,1659630212.0,4221.0,4400.0,11.25,2022-08-04 16:23:32.000,
114,1659633812.0,2605.0,2708.0,12.0,2022-08-04 17:23:32.000,
115,1659637412.0,1359.0,1525.0,12.75,2022-08-04 18:23:32.000,166.0
116,1659641012.0,789.5,939.0,12.75,2022-08-04 19:23:32.000,149.5
117,1659644612.0,319.0,467.0,12.5,2022-08-04 20:23:32.000,148.0
118,1659648212.0,268.0,422.0,12.5,2022-08-04 21:23:32.000,154.0
119,1659651812.0,248.0,393.0,12.25,2022-08-04 22:23:32.000,145.0
120,1659655412.0,58.0,208.0,12.25,2022-08-04 23:23:32.000,150.0
121,1659659012.0,19.0,169.0,12.0,2022-08-05 00:23:32.000,150.0
122,1659662613.0,13.0,165.0,11.75,2022-08-05 01:23:33.000,152.0
123,1659666213.0,12.0,176.0,11.25,2022-08-05 02:23:33.000,164.0
124,1659669813.0,18.0,187.0,11.25,2022-08-05 03:23:33.000,169.0
125,1659673413.0,53.0,215.0,11.0,2022-08-05 04:23:33.000,162.0
126,1659677013.0,179.0,336.0,10.75,2022-08-05 05:23:33.000,157.0
127,1659680613.0,451.0,614.0,10.5,2022-08-05 06:23:33.000,163.0
128,1659684213.0,935.0,1070.0,10.5,2022-08-05 07:23:33.000,135.0
129,1659687813.0,1211.0,1372.0,10.5,2022-08-05 08:23:33.000,161.0
130,1659691413.0,1132.0,1278.0,10.5,2022-08-05 09:23:33.000,146.0
131,1659695013.0,1812.0,1969.0,10.25,2022-08-05 10:23:33.000,157.0
132,1659698613.0,2148.5,2274.0,10.25,2022-08-05 11:23:33.000,
133,1659702213.0,1429.0,1565.5,10.25,2022-08-05 12:23:33.000,136.5
134,1659705813.0,780.0,934.0,10.25,2022-08-05 13:23:33.000,154.0
135,1659709413.0,949.0,1074.0,10.0,2022-08-05 14:23:33.000,125.0
136,1659713013.0,1961.5,2067.0,10.25,2022-08-05 15:23:33.000,105.5
137,1659716613.0,3328.0,3475.0,10.25,2022-08-05 16:23:33.000,
138,1659720213.0,1321.0,1471.0,10.5,2022-08-05 17:23:33.000,150.0
139,1659723813.0,725.0,865.0,10.5,2022-08-05 18:23:33.000,140.0
140,1659727413.0,696.5,915.0,10.25,2022-08-05 19:23:33.000,218.5
141,1659731013.0,533.0,668.0,10.25,2022-08-05 20:23:33.000,135.0
142,1659734613.0,138.0,268.0,10.25,2022-08-05 21:23:33.000,130.0
143,1659738213.0,95.5,221.0,10.25,2022-08-05 22:23:33.000,125.5
144,1659741813.0,27.0,155.0,10.0,2022-08-05 23:23:33.000,128.0
145,1659745413.0,13.0,141.0,9.75,2022-08-06 00:23:33.000,128.0
146,1659749014.0,10.0,142.0,9.75,2022-08-06 01:23:34.000,132.0
147,1659752614.0,10.0,143.0,9.75,2022-08-06 02:23:34.000,133.0
148,1659756214.0,10.0,148.0,9.5,2022-08-06 03:23:34.000,138.0
149,1659759814.0,11.0,153.0,9.5,2022-08-06 04:23:34.000,142.0
150,1659763414.0,45.0,191.0,9.25,2022-08-06 05:23:34.000,146.0
151,1659767014.0,131.0,284.0,9.0,2022-08-06 06:23:34.000,153.0
152,1659770614.0,109.0,278.0,9.0,2022-08-06 07:23:34.000,169.0
153,1659774214.0,189.0,377.0,8.5,2022-08-06 08:23:34.000,188.0
154,1659777814.0,191.0,415.0,8.5,2022-08-06 09:23:34.000,224.0
155,1659781414.0,232.0,503.0,8.25,2022-08-06 10:23:34.000,271.0
156,1659785014.0,93.0,427.0,8.0,2022-08-06 11:23:34.000,334.0
157,1659788614.0,83.0,459.0,8.0,2022-08-06 12:23:34.000,376.0
158,1659792214.0,77.0,529.0,7.75,2022-08-06 13:23:34.000,452.0
159,1659795814.0,25.0,701.0,7.5,2022-08-06 14:23:34.000,676.0
160,1659799414.0,11.0,1141.0,7.5,2022-08-06 15:23:34.000,1130.0
161,1659803014.0,9.0,1819.0,7.5,2022-08-06 16:23:34.000,1810.0
162,1659806614.0,9.0,2421.0,7.5,2022-08-06 17:23:34.000,2412.0
163,1659810214.0,10.0,2825.0,7.25,2022-08-06 18:23:34.000,2815.0
164,1659813814.0,9.0,2936.0,7.25,2022-08-06 19:23:34.000,2927.0
165,1659817414.0,10.0,2873.0,7.0,2022-08-06 20:23:34.000,2863.0
166,1659821014.0,9.5,2642.0,7.0,2022-08-06 21:23:34.000,2632.5
167,1659824614.0,10.0,2349.0,7.0,2022-08-06 22:23:34.000,2339.0
168,1659828214.0,10.0,2089.0,7.25,2022-08-06 23:23:34.000,2079.0
169,1659831814.0,9.0,1853.0,6.75,2022-08-07 00:23:34.000,1844.0
170,1659835415.0,9.0,1650.0,6.75,2022-08-07 01:23:35.000,1641.0
171,1659839015.0,9.0,1518.0,6.75,2022-08-07 02:23:35.000,1509.0
172,1659842615.0,9.0,1402.0,6.5,2022-08-07 03:23:35.000,1393.0
173,1659846215.0,10.0,1327.0,6.25,2022-08-07 04:23:35.000,1317.0
174,1659849815.0,9.0,1269.0,6.25,2022-08-07 05:23:35.000,1260.0
175,1659853415.0,10.0,1252.0,6.0,2022-08-07 06:23:35.000,1242.0
176,1659857015.0,10.0,1265.0,5.75,2022-08-07 07:23:35.000,1255.0
177,1659860615.0,10.0,1251.0,5.5,2022-08-07 08:23:35.000,1241.0
178,1659864215.0,10.0,1245.5,5.25,2022-08-07 09:23:35.000,1235.5
179,1659867815.0,9.0,1238.0,5.25,2022-08-07 10:23:35.000,1229.0
180,1659871415.0,9.0,1230.0,5.25,2022-08-07 11:23:35.000,1221.0
181,1659875015.0,10.0,1206.0,5.5,2022-08-07 12:23:35.000,1196.0
182,1659878615.0,9.5,1188.0,5.75,2022-08-07 13:23:35.000,1178.5
183,1659882215.0,10.0,1158.0,6.0,2022-08-07 14:23:35.000,1148.0
184,1659885815.0,11.5,1129.0,6.5,2022-08-07 15:23:35.000,1117.5
185,1659889415.0,10.5,1104.0,7.0,2022-08-07 16:23:35.000,1093.5
186,1659893015.0,11.0,1088.0,7.25,2022-08-07 17:23:35.000,1077.0
187,1659896615.0,11.0,1061.0,7.5,2022-08-07 18:23:35.000,1050.0
188,1659900215.0,11.0,1040.0,7.75,2022-08-07 19:23:35.000,1029.0
189,1659903815.0,10.5,1011.0,7.75,2022-08-07 20:23:35.000,1000.5
190,1659907415.0,10.0,988.0,7.75,2022-08-07 21:23:35.000,978.0
191,1659911015.0,9.5,968.0,7.75,2022-08-07 22:23:35.000,958.5
192,1659914615.0,9.0,962.0,8.0,2022-08-07 23:23:35.000,953.0
193,1659918215.0,10.0,952.0,8.0,2022-08-08 00:23:35.000,942.0
194,1659921816.0,9.0,921.0,8.0,2022-08-08 01:23:36.000,912.0
195,1659925416.0,10.0,903.0,7.75,2022-08-08 02:23:36.000,893.0
196,1659929016.0,9.5,880.0,7.5,2022-08-08 03:23:36.000,870.5
197,1659932616.0,10.0,864.0,7.5,2022-08-08 04:23:36.000,854.0
198,1659936216.0,9.5,836.0,7.25,2022-08-08 05:23:36.000,826.5
199,1659939816.0,10.0,824.0,7.0,2022-08-08 06:23:36.000,814.0
200,1659943416.0,13.0,815.0,6.75,2022-08-08 07:23:36.000,802.0
201,1659947016.0,13.0,825.0,6.75,2022-08-08 08:23:36.000,812.0
202,1659950616.0,14.0,801.0,6.75,2022-08-08 09:23:36.000,787.0
203,1659954216.0,19.0,786.0,6.75,2022-08-08 10:23:36.000,767.0
204,1659957816.0,30.0,772.0,6.75,2022-08-08 11:23:36.000,742.0
205,1659961416.0,29.0,757.0,7.0,2022-08-08 12:23:36.000,728.0
206,1659965016.0,26.0,752.0,7.0,2022-08-08 13:23:36.000,726.0
207,1659968616.0,25.0,746.0,7.25,2022-08-08 14:23:36.000,721.0
208,1659972216.0,33.0,744.0,7.25,2022-08-08 15:23:36.000,711.0
209,1659975816.0,66.5,763.0,7.75,2022-08-08 16:23:36.000,696.5
210,1659979416.0,23.0,703.0,7.75,2022-08-08 17:23:36.000,680.0
211,1659983016.0,40.0,708.0,8.0,2022-08-08 18:23:36.000,668.0
212,1659986616.0,27.0,683.0,8.25,2022-08-08 19:23:36.000,656.0
213,1659990216.0,23.0,668.0,8.25,2022-08-08 20:23:36.000,645.0
214,1659993816.0,20.0,657.0,8.5,2022-08-08 21:23:36.000,637.0
215,1659997416.0,12.0,641.0,8.5,2022-08-08 22:23:36.000,629.0
216,1660001016.0,10.0,631.0,8.25,2022-08-08 23:23:36.000,621.0
217,1660004616.0,9.0,616.0,8.0,2022-08-09 00:23:36.000,607.0
218,1660008216.0,10.0,603.0,7.75,2022-08-09 01:23:36.000,593.0
219,1660011816.0,9.0,594.0,7.75,2022-08-09 02:23:36.000,585.0
220,1660015416.0,10.0,595.0,7.5,2022-08-09 03:23:36.000,585.0
221,1660019016.0,10.5,580.0,7.5,2022-08-09 04:23:36.000,569.5
222,1660022616.0,10.0,563.0,7.25,2022-08-09 05:23:36.000,553.0
223,1660026216.0,32.0,574.0,7.0,2022-08-09 06:23:36.000,542.0
224,1660029816.0,33.5,564.0,6.75,2022-08-09 07:23:36.000,530.5
225,1660033416.0,105.0,624.0,6.75,2022-08-09 08:23:36.000,519.0
226,1660037016.0,45.0,565.0,6.75,2022-08-09 09:23:36.000,520.0
227,1660040616.0,126.0,636.5,6.75,2022-08-09 10:23:36.000,510.5
228,1660044216.0,114.0,613.5,6.5,2022-08-09 11:23:36.000,499.5
229,1660047816.0,79.0,569.0,6.25,2022-08-09 12:23:36.000,490.0
230,1660051416.0,87.0,572.0,6.25,2022-08-09 13:23:36.000,485.0
231,1660055016.0,52.0,522.0,6.25,2022-08-09 14:23:36.000,470.0
232,1660058616.0,106.0,570.0,6.0,2022-08-09 15:23:36.000,464.0
233,1660062216.0,156.0,624.5,6.0,2022-08-09 16:23:36.000,468.5
234,1660065816.0,102.0,558.0,6.0,2022-08-09 17:23:36.000,456.0
235,1660069416.0,105.0,551.0,6.0,2022-08-09 18:23:36.000,446.0
236,1660073016.0,77.0,523.0,6.0,2022-08-09 19:23:36.000,446.0
237,1660076616.0,35.0,475.0,5.75,2022-08-09 20:23:36.000,440.0
238,1660080216.0,23.0,464.0,5.75,2022-08-09 21:23:36.000,441.0
239,1660083816.0,13.0,458.0,5.75,2022-08-09 22:23:36.000,445.0
240,1660087416.0,10.0,454.0,5.75,2022-08-09 23:23:36.000,444.0
241,1660091016.0,10.0,438.0,5.75,2022-08-10 00:23:36.000,428.0
242,1660094617.0,10.0,439.0,5.75,2022-08-10 01:23:37.000,429.0
243,1660098217.0,10.0,442.0,5.75,2022-08-10 02:23:37.000,432.0
244,1660101817.0,9.5,430.0,5.75,2022-08-10 03:23:37.000,420.5
245,1660105417.0,10.0,425.0,5.5,2022-08-10 04:23:37.000,415.0
246,1660109017.0,13.0,418.0,5.75,2022-08-10 05:23:37.000,405.0
247,1660112617.0,45.0,435.0,5.5,2022-08-10 06:23:37.000,390.0
248,1660116217.0,36.0,426.0,5.5,2022-08-10 07:23:37.000,390.0
249,1660119817.0,119.5,499.0,5.5,2022-08-10 08:23:37.000,379.5
250,1660123417.0,176.5,552.0,5.5,2022-08-10 09:23:37.000,375.5
251,1660127017.0,374.0,755.0,5.75,2022-08-10 10:23:37.000,381.0
252,1660130617.0,799.0,1502.0,6.0,2022-08-10 11:23:37.000,703.0
253,1660134217.0,903.0,1228.0,6.25,2022-08-10 12:23:37.000,325.0
254,1660137817.0,538.0,873.5,6.5,2022-08-10 13:23:37.000,335.5
255,1660141417.0,596.0,961.0,7.0,2022-08-10 14:23:37.000,365.0
256,1660145017.0,791.5,1152.0,7.25,2022-08-10 15:23:37.000,360.5
257,1660148617.0,910.0,1242.5,7.75,2022-08-10 16:23:37.000,332.5
258,1660152217.0,404.0,734.0,8.5,2022-08-10 17:23:37.000,330.0
259,1660155817.0,441.0,760.0,8.5,2022-08-10 18:23:37.000,319.0
260,1660159417.0,523.0,839.0,8.5,2022-08-10 19:23:37.000,316.0
261,1660163017.0,211.0,516.0,8.75,2022-08-10 20:23:37.000,305.0
262,1660166617.0,57.0,362.0,9.0,2022-08-10 21:23:37.000,305.0
263,1660170217.0,54.0,350.0,9.0,2022-08-10 22:23:37.000,296.0
264,1660173817.0,15.0,306.0,8.75,2022-08-10 23:23:37.000,291.0
265,1660177417.0,10.0,300.0,8.75,2022-08-11 00:23:37.000,290.0
266,1660181018.0,10.0,306.0,8.75,2022-08-11 01:23:38.000,296.0
267,1660184618.0,10.0,292.0,8.75,2022-08-11 02:23:38.000,282.0
268,1660188218.0,10.0,297.0,8.75,2022-08-11 03:23:38.000,287.0
269,1660191818.0,12.0,275.0,8.5,2022-08-11 04:23:38.000,263.0
270,1660195418.0,22.0,278.0,8.25,2022-08-11 05:23:38.000,256.0
271,1660199018.0,53.5,306.0,8.25,2022-08-11 06:23:38.000,252.5
272,1660202618.0,147.0,402.0,8.25,2022-08-11 07:23:38.000,255.0
273,1660206218.0,287.0,536.0,8.25,2022-08-11 08:23:38.000,249.0
274,1660209818.0,499.0,738.0,8.0,2022-08-11 09:23:38.000,239.0
275,1660213418.0,788.0,1030.0,8.0,2022-08-11 10:23:38.000,242.0
276,1660217018.0,582.5,822.0,8.0,2022-08-11 11:23:38.000,239.5
277,1660220618.0,2760.0,3048.0,8.25,2022-08-11 12:23:38.000,
278,1660224218.0,3371.5,3522.0,8.5,2022-08-11 13:23:38.000,
279,1660227818.0,3640.5,3749.0,9.0,2022-08-11 14:23:38.000,
280,1660231418.0,1172.0,1387.0,9.0,2022-08-11 15:23:38.000,215.0
281,1660235018.0,1390.0,1537.0,9.25,2022-08-11 16:23:38.000,147.0
282,1660238618.0,1325.0,1532.0,9.75,2022-08-11 17:23:38.000,207.0
283,1660242218.0,672.5,878.0,9.75,2022-08-11 18:23:38.000,205.5
284,1660245818.0,499.0,721.0,9.75,2022-08-11 19:23:38.000,222.0
285,1660249418.0,296.0,494.0,9.75,2022-08-11 20:23:38.000,198.0
286,1660253018.0,157.0,353.0,9.75,2022-08-11 21:23:38.000,196.0
287,1660256618.0,72.0,262.0,9.5,2022-08-11 22:23:38.000,190.0
288,1660260218.0,19.5,205.0,9.25,2022-08-11 23:23:38.000,185.5
289,1660263818.0,10.0,194.0,9.25,2022-08-12 00:23:38.000,184.0
290,1660267418.0,10.0,192.0,9.25,2022-08-12 01:23:38.000,182.0
291,1660271018.0,10.0,191.0,9.0,2022-08-12 02:23:38.000,181.0
292,1660274618.0,10.0,190.0,9.0,2022-08-12 03:23:38.000,180.0
293,1660278218.0,16.0,195.0,8.5,2022-08-12 04:23:38.000,179.0
294,1660281818.0,59.0,233.0,8.5,2022-08-12 05:23:38.000,174.0
295,1660285418.0,222.0,386.0,8.0,2022-08-12 06:23:38.000,164.0
296,1660289019.0,644.0,854.0,8.0,2022-08-12 07:23:39.000,210.0
297,1660292619.0,1453.0,1563.0,8.0,2022-08-12 08:23:39.000,110.0
298,1660296219.0,2479.0,2518.0,8.25,2022-08-12 09:23:39.000,
299,1660299819.0,2255.0,2592.0,8.5,2022-08-12 10:23:39.000,
300,1660303419.0,3938.5,4378.0,8.75,2022-08-12 11:23:39.000,
301,1660307019.0,5475.5,5314.5,9.0,2022-08-12 12:23:39.000,
302,1660310619.0,4897.0,5069.0,9.25,2022-08-12 13:23:39.000,
303,1660314219.0,3939.0,4376.5,9.75,2022-08-12 14:23:39.000,
304,1660317819.0,2999.5,3251.5,10.25,2022-08-12 15:23:39.000,
305,1660321419.0,2079.5,2300.5,10.5,2022-08-12 16:23:39.000,
306,1660325019.0,1362.0,1512.0,11.0,2022-08-12 17:23:39.000,150.0
307,1660328619.0,917.0,1057.0,11.0,2022-08-12 18:23:39.000,140.0
308,1660332219.0,716.0,843.0,11.25,2022-08-12 19:23:39.000,127.0
309,1660335819.0,462.0,619.0,11.5,2022-08-12 20:23:39.000,157.0
310,1660339419.0,215.0,366.0,11.5,2022-08-12 21:23:39.000,151.0
311,1660343019.0,84.0,237.0,11.25,2022-08-12 22:23:39.000,153.0
312,1660346619.0,18.0,175.0,11.0,2022-08-12 23:23:39.000,157.0
313,1660350219.0,10.0,167.0,10.75,2022-08-13 00:23:39.000,157.0
314,1660353819.0,10.0,167.0,10.75,2022-08-13 01:23:39.000,157.0
315,1660357419.0,9.0,165.0,10.5,2022-08-13 02:23:39.000,156.0
316,1660361019.0,9.0,164.0,10.5,2022-08-13 03:23:39.000,155.0
317,1660364619.0,13.0,168.0,10.25,2022-08-13 04:23:39.000,155.0
318,1660368219.0,37.0,196.0,10.25,2022-08-13 05:23:39.000,159.0
319,1660371819.0,131.0,294.0,9.75,2022-08-13 06:23:39.000,163.0
320,1660375419.0,297.0,456.0,9.75,2022-08-13 07:23:39.000,159.0
321,1660379019.0,192.0,351.0,9.75,2022-08-13 08:23:39.000,159.0
322,1660382619.0,285.0,450.0,9.75,2022-08-13 09:23:39.000,165.0
323,1660386219.0,290.0,450.0,9.75,2022-08-13 10:23:39.000,160.0
324,1660389819.0,544.5,725.0,9.5,2022-08-13 11:23:39.000,180.5
325,1660393419.0,568.0,722.0,9.25,2022-08-13 12:23:39.000,154.0
326,1660397019.0,847.0,999.0,9.25,2022-08-13 13:23:39.000,152.0
327,1660400619.0,579.0,727.0,9.0,2022-08-13 14:23:39.000,148.0
328,1660404219.0,506.0,647.0,8.75,2022-08-13 15:23:39.000,141.0
329,1660407819.0,418.0,564.0,8.5,2022-08-13 16:23:39.000,146.0
330,1660411419.0,418.0,556.0,8.5,2022-08-13 17:23:39.000,138.0
331,1660415019.0,212.0,346.0,8.25,2022-08-13 18:23:39.000,134.0
332,1660418619.0,518.0,642.5,8.0,2022-08-13 19:23:39.000,124.5
333,1660422219.0,229.5,357.0,8.0,2022-08-13 20:23:39.000,127.5
334,1660425819.0,138.0,275.0,7.75,2022-08-13 21:23:39.000,137.0
335,1660429419.0,41.0,172.0,7.5,2022-08-13 22:23:39.000,131.0
336,1660433019.0,11.0,142.0,7.5,2022-08-13 23:23:39.000,131.0
337,1660436619.0,9.0,140.0,7.0,2022-08-14 00:23:39.000,131.0
338,1660440220.0,11.0,141.0,6.75,2022-08-14 01:23:40.000,130.0
339,1660443820.0,10.0,142.0,6.75,2022-08-14 02:23:40.000,132.0
340,1660447420.0,10.0,165.0,6.5,2022-08-14 03:23:40.000,155.0
341,1660451020.0,11.5,203.0,6.5,2022-08-14 04:23:40.000,191.5
342,1660454620.0,25.0,198.0,6.25,2022-08-14 05:23:40.000,173.0
343,1660458220.0,135.5,286.5,6.0,2022-08-14 06:23:40.000,151.0
344,1660461820.0,318.0,453.0,6.0,2022-08-14 07:23:40.000,135.0
345,1660465420.0,459.0,608.0,5.75,2022-08-14 08:23:40.000,149.0
346,1660469020.0,396.0,534.0,5.5,2022-08-14 09:23:40.000,138.0
